scope,case_count,unit_count,successful_inference_cases,failed_inference_cases,valid_output_cases,invalid_output_cases,W-MPJPE_mm,WA-MPJPE_mm,MPJPE_mm,PA-MPJPE_mm,MPVPE_mm,AdapterShared-W-MPJPE_mm,AdapterShared-WA-MPJPE_mm,ATE-Sim3_m,ATE-SE3_m,RPE-translation_m,RPE-rotation_deg,Camera-seam-translation_m,Camera-seam-rotation_deg,Human-seam_mm,IDF1,IDs,Coverage,Precision,W_available_cases,WA_available_cases,camera_reportable_cases
case-macro,129,,129,0,129,0,1042.4885857816857,454.2564007410191,97.21771372042126,48.303119421154975,118.43249968258385,1111.3582437358914,420.51045194338855,0.2590303001299492,0.4452636928946267,0.03741540527263422,0.6670474359304295,3.3712957218409163,55.87712349040371,1410.556088186404,0.37464803818875203,5.705426356589148,0.4235142118863049,0.40397948045535065,97,97,129
independent-unit-macro,129,43,,,,,961.2046047557473,418.1406651483718,102.3005253862541,50.25366320417733,124.0852937790589,992.0767083999779,406.747753328928,0.2590303001299492,0.4452636928946267,0.03664818084790911,0.635217610204994,3.242457923007037,52.39524808275176,1401.3421330900117,0.374648038188752,5.705426356589148,0.4235142118863049,0.40397948045535065,,,
