scope,case_count,unit_count,successful_inference_cases,failed_inference_cases,valid_output_cases,invalid_output_cases,W-MPJPE_mm,WA-MPJPE_mm,MPJPE_mm,PA-MPJPE_mm,MPVPE_mm,AdapterShared-W-MPJPE_mm,AdapterShared-WA-MPJPE_mm,ATE-Sim3_m,ATE-SE3_m,RPE-translation_m,RPE-rotation_deg,Camera-seam-translation_m,Camera-seam-rotation_deg,Human-seam_mm,IDF1,IDs,Coverage,Precision,W_available_cases,WA_available_cases,camera_reportable_cases
case-macro,88,,88,0,88,0,750.8254205064524,335.86902062431955,240.9099490691439,103.98582969401426,304.7193297987351,1256.1110413840004,380.22473187091146,1.3643359839415627,2.0155735125972516,0.031269677092090234,0.5539517762671934,4.0843610570886035,79.09739953595573,713.390175507525,0.06797072604731207,7.488636363636363,0.15856060606060607,0.0715689835623479,30,30,88
independent-unit-macro,88,25,,,,,682.6533696719035,333.51211664580677,251.407064010318,107.08829595844588,319.46901792708144,1137.0103045175451,367.6482694064433,1.4126055581700705,2.2796697678850237,0.03164244510454794,0.5429885558053555,4.083068448029409,77.16096193787288,1066.6149503180225,0.059814238921634615,6.59,0.13953333333333334,0.06298070553486615,,,
