split,case_id,frames,strict_human3r_forward_seconds,strict_human3r_forward_fps,causal_detector_seconds,causal_detector_fps,whole_multi_method_protocol_seconds,frozen_candidate_postprocess_seconds,frozen_candidate_postprocess_fps,process_peak_host_rss_gib,gpu,precision
development,egobody_recording_20220215_S22_S21_02_extreme_kinect_15_kinect_14_b02681,150,44.757980863563716,3.3513576150194706,20.866457919590175,7.188570315960269,286.3485486013815,0.5640845876187086,265.9175650113527,12.951824188232422,NVIDIA L20,FP32
development,egobody_recording_20220215_S22_S21_02_medium_kinect_14_kinect_12_b02681,150,41.99443720560521,3.571901660822323,20.138631572946906,7.448371030408118,290.84884715173393,0.11865623015910387,1264.156123946192,12.912242889404297,NVIDIA L20,FP32
development,egobody_recording_20220215_S22_S21_02_small_kinect_12_kinect_11_b02681,150,42.449552699923515,3.5336061385699895,19.476590319536626,7.701553379676402,293.8008241681382,1.003743877634406,149.44051300568384,12.939655303955078,NVIDIA L20,FP32
development,egobody_recording_20220215_S22_S21_03_extreme_kinect_15_kinect_14_b01686,150,42.542287927120924,3.5259034553328346,20.02728238608688,7.489783042366559,286.54201235994697,0.9265093393623829,161.8979902601186,12.900146484375,NVIDIA L20,FP32
development,egobody_recording_20220215_S22_S21_03_medium_kinect_14_kinect_12_b01686,150,43.53984894230962,3.44511989921578,20.616939295083284,7.275570726241209,279.2946702344343,0.15733044315129519,953.4073444117491,12.909770965576172,NVIDIA L20,FP32
development,egobody_recording_20220215_S22_S21_03_small_kinect_11_kinect_12_b01686,150,43.60251364391297,3.4401686385560115,20.383965093642473,7.35872531722414,282.0581576721743,1.073015640489757,139.7929297018778,12.802631378173828,NVIDIA L20,FP32
development,egobody_recording_20220215_S22_S21_04_extreme_kinect_14_kinect_15_b03046,150,42.60420142207295,3.5207795239247464,20.675535213202238,7.254951248092403,293.5432503176853,1.4306911490857601,104.8444313755998,12.969352722167969,NVIDIA L20,FP32
development,egobody_recording_20220215_S22_S21_04_medium_kinect_14_kinect_12_b03046,150,42.84733335953206,3.500801292377981,19.564568551257253,7.666920924272605,279.3914219085127,0.12685718666762114,1182.4320240761401,12.88455581665039,NVIDIA L20,FP32
development,egobody_recording_20220215_S22_S21_04_small_kinect_11_kinect_12_b03046,150,42.454020644538105,3.533234254911452,20.19726498425007,7.426748132332312,285.41138755809516,0.19256210699677467,778.9694573840139,12.915718078613281,NVIDIA L20,FP32
development,egobody_recording_20220218_S02_S23_01_extreme_kinect_15_kinect_13_b03091,150,42.54822504892945,3.525411455530837,23.582679049111903,6.360600493591877,290.5708183674142,0.15206156391650438,986.4425706049138,12.870838165283203,NVIDIA L20,FP32
development,egobody_recording_20220218_S02_S23_01_medium_kinect_13_kinect_11_b03091,150,43.20688058715314,3.4716692795591464,17.6231643082574,8.51152479635663,277.3189709633589,0.12789422925561666,1172.8441609370934,12.860862731933594,NVIDIA L20,FP32
development,egobody_recording_20220218_S02_S23_01_small_kinect_12_kinect_11_b03091,150,43.86584971472621,3.4195165709885584,17.265926331281662,8.687631183056565,267.9816446136683,0.1536503816023469,976.2422874302114,12.862476348876953,NVIDIA L20,FP32
development,egobody_recording_20220218_S02_S23_02_extreme_kinect_15_kinect_13_b03751,150,41.83126574661583,3.585834598182941,18.156030481681228,8.261717788552103,275.2358983941376,0.14667875319719315,1022.6429985966803,12.898483276367188,NVIDIA L20,FP32
development,egobody_recording_20220218_S02_S23_02_medium_kinect_13_kinect_11_b03751,150,43.40319344867021,3.4559669020067396,17.709258097223938,8.47014590766587,275.51701186504215,0.15216557495296001,985.7682990805938,12.912406921386719,NVIDIA L20,FP32
development,egobody_recording_20220218_S02_S23_02_small_kinect_12_kinect_11_b03751,150,44.2198835266754,3.392139192531191,17.218568024225533,8.711525824270558,294.4376418320462,0.12271235603839159,1222.3707933133583,12.872760772705078,NVIDIA L20,FP32
development,egobody_recording_20220225_S26_S27_01_extreme_kinect_14_kinect_15_b03066,150,44.9824584685266,3.334633212743413,19.146373994648457,7.834381593189709,288.8362529296428,0.13336114957928658,1124.7653493780151,12.815189361572266,NVIDIA L20,FP32
development,egobody_recording_20220225_S26_S27_01_medium_kinect_12_kinect_15_b03066,150,42.610096297226846,3.520292443219902,19.549700066447258,7.672751985460987,288.8069626400247,0.12419207766652107,1207.8065108370117,12.87594223022461,NVIDIA L20,FP32
development,egobody_recording_20220225_S26_S27_01_small_kinect_14_kinect_13_b03066,150,41.180087928660214,3.6425371470759806,17.146115680225194,8.748337104303843,280.8414197685197,0.13019999582320452,1152.073769677239,12.909099578857422,NVIDIA L20,FP32
development,egobody_recording_20220312_S28_S29_01_extreme_kinect_14_kinect_15_b03226,150,41.78395677637309,3.5898945808985263,16.56571572367102,9.054845712803255,271.19184129685163,0.15075283031910658,995.0061944607406,12.782543182373047,NVIDIA L20,FP32
development,egobody_recording_20220312_S28_S29_01_medium_kinect_12_kinect_15_b03226,150,42.86516453232616,3.4993450191210536,14.299117809161544,10.490157644822952,271.2373535782099,0.1312982076779008,1142.4375294442573,12.889808654785156,NVIDIA L20,FP32
development,egobody_recording_20220312_S28_S29_01_small_kinect_15_kinect_11_b03226,150,42.417461685836315,3.5362794952458634,14.896358538419008,10.069575031584861,276.3979796860367,0.1263781599700451,1186.9139417408348,12.923881530761719,NVIDIA L20,FP32
development,egobody_recording_20220312_S28_S29_02_extreme_kinect_14_kinect_15_b02676,150,41.80110344849527,3.588422018208699,19.795709004625678,7.5773997266250674,276.88425613660365,0.1230266522616148,1219.2480023030025,12.912940979003906,NVIDIA L20,FP32
development,egobody_recording_20220312_S28_S29_02_medium_kinect_12_kinect_15_b02676,150,41.35289372969419,3.62731568389106,16.094176676124334,9.320141254726288,279.0710525950417,0.13006095215678215,1153.3054119055064,12.847148895263672,NVIDIA L20,FP32
development,egobody_recording_20220312_S28_S29_02_small_kinect_11_kinect_15_b02676,150,41.628097988665104,3.603335421206211,16.314195782877505,9.194446480618547,280.3413539128378,0.12558391690254211,1194.4204616296981,12.93771743774414,NVIDIA L20,FP32
development,egobody_recording_20220312_S28_S29_03_extreme_kinect_15_kinect_14_b01581,150,44.36623951327056,3.3809491551595876,17.3871268350631,8.627072283012746,275.87129059340805,0.126826087012887,1182.721974105834,12.746604919433594,NVIDIA L20,FP32
