case_id,cluster,angle_stratum,internal_method,internal_method_key,metric,online,internal,internal_advantage
h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,,Human3R,strict_human3r,WA-MPJPE_mm,306.0481932256422,650.4065009469457,-344.3583077213035
h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,,Human3R,strict_human3r,ATE-Sim3_m,3.825534636459121,1.3737886146298994,2.451746021829222
h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,,Human3R,strict_human3r,IDF1,0.004675081813931743,0.26518391787852863,0.2605088360645969
h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,,Human3R,strict_human3r,Seam-root_m,,3.935124795695776,
h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,,Human3R,strict_human3r,Coverage,0.02666666666666667,0.9133333333333333,0.8866666666666667
h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,,BRIDGE3R,bridge3r,W-MPJPE_mm,2207.250923200999,796.3418008678487,1410.9091223331502
h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,,BRIDGE3R,bridge3r,WA-MPJPE_mm,306.0481932256422,567.2936596949238,-261.2454664692816
h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,,BRIDGE3R,bridge3r,ATE-Sim3_m,3.825534636459121,2.583242012130083,1.2422926243290382
h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,,BRIDGE3R,bridge3r,IDF1,0.004675081813931743,0.2549187339606501,0.2502436521467184
h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,,BRIDGE3R,bridge3r,Seam-root_m,,1.6709376732282188,
h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,h4d_multicut_14_mma3_008_mma3_cam01_cam11_cam20,,BRIDGE3R,bridge3r,Coverage,0.02666666666666667,0.9133333333333333,0.8866666666666667
h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,,Human3R,strict_human3r,W-MPJPE_mm,295.9565297189202,2141.7067096538426,-1845.7501799349225
h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,,Human3R,strict_human3r,WA-MPJPE_mm,220.38124135750758,661.3310769494794,-440.94983559197186
h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,,Human3R,strict_human3r,ATE-Sim3_m,3.9281413212554708,1.2241934453594396,2.703947875896031
h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,,Human3R,strict_human3r,IDF1,0.014016172506738544,0.24172440338722093,0.2277082308804824
h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,,Human3R,strict_human3r,Seam-root_m,,3.376300157481853,
h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,,Human3R,strict_human3r,Coverage,0.08333333333333333,0.89,0.8066666666666666
h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,,BRIDGE3R,bridge3r,W-MPJPE_mm,295.9565297189202,1403.1699976231598,-1107.2134679042397
h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,,BRIDGE3R,bridge3r,WA-MPJPE_mm,220.38124135750758,551.8652655049848,-331.4840241474772
h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,,BRIDGE3R,bridge3r,ATE-Sim3_m,3.9281413212554708,0.20780017112393034,3.7203411501315404
h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,,BRIDGE3R,bridge3r,IDF1,0.014016172506738544,0.3233256351039261,0.30930946259718756
h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,,BRIDGE3R,bridge3r,Seam-root_m,,1.3997054945674519,
h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,h4d_multicut_15_mma4_006_mma4_cam01_cam11_cam20,,BRIDGE3R,bridge3r,Coverage,0.08333333333333333,0.89,0.8066666666666666
