angle_stratum,scope,case_count,unit_count,successful_inference_cases,failed_inference_cases,valid_output_cases,invalid_output_cases,W-MPJPE_mm,WA-MPJPE_mm,MPJPE_mm,PA-MPJPE_mm,MPVPE_mm,AdapterShared-W-MPJPE_mm,AdapterShared-WA-MPJPE_mm,ATE-Sim3_m,ATE-SE3_m,RPE-translation_m,RPE-rotation_deg,Camera-seam-translation_m,Camera-seam-rotation_deg,Human-seam_mm,IDF1,IDs,Coverage,Precision,W_available_cases,WA_available_cases,camera_reportable_cases
small,case-macro,21,,21,0,21,0,369.8300267366706,216.93482712216192,240.87905991485022,118.71037568221591,313.0632765749858,1102.3581256764664,334.4891788364495,0.09395751206972568,0.18149086166957507,0.01631443581400651,0.1601245003826285,1.2051579506367929,13.171488688550955,150.03259508065324,0.08470558288617798,5.428571428571429,0.16365079365079366,0.08044948901454946,8,8,21
small,independent-unit-macro,21,21,,,,,369.8300267366706,216.93482712216192,240.87905991485022,118.71037568221591,313.0632765749858,1102.3581256764664,334.4891788364495,0.09395751206972568,0.18149086166957507,0.01631443581400651,0.1601245003826285,1.2051579506367929,13.171488688550955,150.03259508065324,0.08470558288617798,5.428571428571429,0.16365079365079366,0.08044948901454946,,,
medium,case-macro,21,,21,0,21,0,405.428448204501,284.1987757383454,215.04020177091678,92.52816096834643,265.9288715243984,1227.2556948860456,420.82631863862014,1.2287186933764707,1.5219489533072539,0.021894842798807948,0.30760481229899017,2.9476624666835494,45.11762561999133,861.073397438086,0.053926107501508724,4.619047619047619,0.13317460317460317,0.049101015423351324,7,7,21
medium,independent-unit-macro,21,21,,,,,405.428448204501,284.1987757383454,215.04020177091678,92.52816096834643,265.9288715243984,1227.2556948860456,420.82631863862014,1.2287186933764707,1.5219489533072539,0.021894842798807948,0.30760481229899017,2.9476624666835494,45.11762561999133,861.073397438086,0.053926107501508724,4.619047619047619,0.13317460317460317,0.049101015423351324,,,
large,case-macro,21,,21,0,21,0,816.5215433981746,377.32304322316554,258.04291809972426,107.65729324469876,324.4780203375117,1122.5728954400784,386.99008420082737,1.9383824030762566,2.5561491810182675,0.03356273886053755,0.6094562670270848,4.624282243618389,89.77549745860068,684.6976213585484,0.06682470096457083,10.619047619047619,0.1742857142857143,0.0790453660683787,5,5,21
large,independent-unit-macro,21,21,,,,,816.5215433981746,377.32304322316554,258.04291809972426,107.65729324469876,324.4780203375117,1122.5728954400784,386.99008420082737,1.9383824030762566,2.5561491810182675,0.03356273886053755,0.6094562670270848,4.624282243618389,89.77549745860068,684.6976213585484,0.06682470096457083,10.619047619047619,0.1742857142857143,0.0790453660683787,,,
extreme,case-macro,25,,25,0,25,0,1264.5515546877828,446.4585355468045,243.62535583153013,96.18601651639426,306.99747434605877,1466.0811894705566,384.5900241158837,2.0631734323154403,3.5167640077064446,0.04864972323563115,1.0137042263726417,6.913451962268697,150.2849209937322,861.732020864888,0.06667358695064214,9.0,0.16240000000000002,0.07670229091418981,10,10,25
extreme,independent-unit-macro,25,25,,,,,1264.5515546877828,446.4585355468045,243.62535583153013,96.18601651639426,306.99747434605877,1466.0811894705566,384.5900241158837,2.0631734323154403,3.5167640077064446,0.04864972323563115,1.0137042263726417,6.913451962268697,150.2849209937322,861.732020864888,0.06667358695064214,9.0,0.16240000000000002,0.07670229091418981,,,
