ATE_SE3_m,ATE_Sim3_m,Coverage,IDF1,MPJPE_mm,PA-MPJPE_mm,Precision,W-MPJPE_mm,WA-MPJPE_mm,angle_stratum,case_id,dataset,inference_status,method,seconds,time_access,unit
0.8788194038973041,0.7023122543849913,0.9525,0.95,74.39815521717985,42.71704021025628,0.9525,583.1823721416623,475.9460384590206,extreme,ego_test_basketball_001_basketball_extreme_cam05_cam04_b00301,egohumans,audited,JOSH,453.3470751789864,offline_full_sequence,001_basketball
1.1225376706974346,0.5411813914996562,0.5625,0.4745011086474501,96.7734223323532,36.63984456189119,0.448207171314741,1530.581500009038,389.61108158468375,large,ego_test_badminton_001_badminton_large_cam11_cam15_b00301,egohumans,audited,JOSH,494.01650185801554,offline_full_sequence,001_badminton
1.2923575524757667,0.5415048278238976,0.4875,0.3652694610778443,83.29791060356166,33.167865787886264,0.3239202657807309,2007.2510277759695,477.8620631928896,large,ego_test_badminton_005_badminton_large_cam11_cam15_b00326,egohumans,audited,JOSH,568.0588529509259,offline_full_sequence,005_badminton
1.7882397062858217,0.6700083162295464,0.8475,0.492831541218638,61.141810095673435,34.1997058683938,0.473463687150838,963.9256223571646,575.6216001616741,extreme,ego_test_badminton_005_badminton_extreme_cam13_cam01_b00326,egohumans,audited,JOSH,653.5686653589364,offline_full_sequence,005_badminton
3.3942743782529248,0.32015476713389274,0.38,0.24462809917355371,65.09044186958982,35.82564163573185,0.18765432098765433,3107.0835585830764,506.43575378408195,medium,ego_test_badminton_005_badminton_medium_cam02_cam15_b00326,egohumans,audited,JOSH,715.5854080429417,offline_full_sequence,005_badminton
4.879704296847266,1.5902104578186083,0.47,0.29777070063694266,67.8853127524259,39.3424391317955,0.21962616822429906,5687.395808481765,501.7444049123333,medium,ego_test_badminton_001_badminton_medium_cam02_cam15_b00301,egohumans,audited,JOSH,739.78331613302,offline_full_sequence,001_badminton
6.389884548620012,0.6063424427840917,0.975,0.9725,73.89485537731083,39.25271178446567,0.975,3778.6806150538514,673.8914263974548,large,ego_test_basketball_001_basketball_large_cam05_cam01_b00301,egohumans,audited,JOSH,420.2526975160581,offline_full_sequence,001_basketball
0.951382414005611,0.2333591025632948,0.33,0.1665615141955836,57.29352794532144,35.994669227342456,0.11139240506329114,970.9543568640598,200.90466725592105,small,ego_test_badminton_005_badminton_small_cam02_cam06_b00326,egohumans,audited,JOSH,903.7792664080625,offline_full_sequence,005_badminton
0.3753789274643925,0.23346839428710808,0.37,0.1856060606060606,62.75490970764521,35.722825586686575,0.125,795.1448580319527,313.60931733063717,small,ego_test_badminton_001_badminton_small_cam06_cam02_b00301,egohumans,audited,JOSH,914.987795136054,offline_full_sequence,001_badminton
2.875752317777432,0.4605343732128448,0.975,0.97,71.7152857748572,43.836515133982736,0.975,1542.188418688304,843.2314818947453,medium,ego_test_basketball_001_basketball_medium_cam01_cam03_b00301,egohumans,audited,JOSH,409.8898964310065,offline_full_sequence,001_basketball
