scope,case_count,unit_count,successful_inference_cases,failed_inference_cases,valid_output_cases,invalid_output_cases,W-MPJPE_mm,WA-MPJPE_mm,MPJPE_mm,PA-MPJPE_mm,MPVPE_mm,AdapterShared-W-MPJPE_mm,AdapterShared-WA-MPJPE_mm,ATE-Sim3_m,ATE-SE3_m,RPE-translation_m,RPE-rotation_deg,Camera-seam-translation_m,Camera-seam-rotation_deg,Human-seam_mm,IDF1,IDs,Coverage,Precision,W_available_cases,WA_available_cases,camera_reportable_cases
case-macro,90,,88,2,87,1,1311.683613576651,405.5160922370341,185.440422059345,91.02239749999173,225.10356764915775,1946.6986129095565,735.066320159091,2.4095350321597233,3.8690097973116093,0.08095547860917121,1.2799685699161087,6.2618670130442675,97.41851896935391,1668.9717526902284,0.14154939710220812,8.544444444444444,0.21096418058964947,0.18405842881647413,50,50,87
independent-unit-macro,90,27,,,,,1240.5321732106638,407.82817726370024,184.56699924590933,94.11105553332513,224.68313898091907,1779.2030948451857,715.1152512911541,2.6658798719394343,4.150990718445291,0.08695506080176069,1.2269721502013826,6.8542358648339174,93.49416976398975,1788.360314718121,0.12000518028232585,7.320987654320987,0.17941391547031987,0.15624212399405327,,,
