case_id,cluster,angle_stratum,internal_method,internal_method_key,metric,online,internal,internal_advantage
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,Human3R,m0_strict_human3r,Camera-translation_m,5.580257745635861,4.871175302815315,0.709082442820546
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,Human3R,m0_strict_human3r,Boundary-camera-rotation_deg,86.88979145947867,62.13332794293691,24.756463516541764
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,Human3R,m0_strict_human3r,Boundary-camera-translation_m,6.219974171839671,4.899592535974475,1.3203816358651963
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,Human3R,m0_strict_human3r,Coverage,0.9933333333333333,1.0,0.00666666666666671
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,PA-MPJPE_mm,54.377764219101884,58.5635979678443,-4.185833748742418
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Anchor-MPJPE_mm,1032.199832240598,980.8669699717171,51.33286226888083
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Anchor-root_mm,1003.3295790750607,924.6609001889112,78.66867888614945
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Orientation_deg,56.568592292713326,78.0815779608633,-21.512985668149973
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Seam-root_mm,445.419307838024,1187.878386414089,-742.4590785760649
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Seam-orientation_deg,38.120261340676855,76.2915016967189,-38.17124035604204
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Camera-rotation_deg,73.93625821704758,103.58143086500475,-29.645172647957168
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Camera-translation_m,5.580257745635861,6.315901053738705,-0.7356433081028442
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Boundary-camera-rotation_deg,86.88979145947867,74.12737858554549,12.762412873933187
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Boundary-camera-translation_m,6.219974171839671,4.701950851879629,1.518023319960042
aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Coverage,0.9933333333333333,1.0,0.00666666666666671
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,Human3R,m0_strict_human3r,PA-MPJPE_mm,50.024093033493884,49.794903890538095,0.2291891429557893
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,Human3R,m0_strict_human3r,Anchor-MPJPE_mm,1888.2776676156443,447.7557476321091,1440.521919983535
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,Human3R,m0_strict_human3r,Anchor-root_mm,1858.537196743702,403.864218757486,1454.672977986216
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,Human3R,m0_strict_human3r,Orientation_deg,40.136219626786655,30.33620411955532,9.800015507231336
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,Human3R,m0_strict_human3r,Seam-root_mm,244.9627642222528,363.20196307069983,-118.23919884844705
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,Human3R,m0_strict_human3r,Seam-orientation_deg,43.84357865013928,67.16935815018775,-23.32577950004847
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,Human3R,m0_strict_human3r,Camera-rotation_deg,49.8709371049243,34.981608152114596,14.889328952809706
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,Human3R,m0_strict_human3r,Camera-translation_m,4.9753373640297,2.9628916429536214,2.012445721076079
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,Human3R,m0_strict_human3r,Boundary-camera-rotation_deg,86.95537033504006,62.033568257757345,24.921802077282713
