split,case_id,angle_stratum,method,is_final_method,gate_enabled,candidate_W-MPJPE_mm,parent_W-MPJPE_mm,candidate_to_parent_W_ratio,W_harm_percent
test,egobody_recording_20220312_S29_S28_02_medium_kinect_15_kinect_12_b01761,medium,v16_0_m15_geometry,False,False,232.34903644832477,232.34903644832477,1.0,0.0
test,egobody_recording_20220312_S29_S28_02_small_kinect_11_kinect_15_b01761,small,v16_0_m15_geometry,False,False,146.29529387794645,146.29529387794645,1.0,0.0
test,egobody_recording_20220312_S29_S28_03_extreme_kinect_15_kinect_14_b03281,extreme,v16_0_m15_geometry,False,False,382.31006567913744,382.31006567913744,1.0,0.0
test,egobody_recording_20220312_S29_S28_03_medium_kinect_15_kinect_12_b03281,medium,v16_0_m15_geometry,False,False,214.22062514014735,214.22062514014735,1.0,0.0
test,egobody_recording_20220312_S29_S28_03_small_kinect_11_kinect_15_b03281,small,v16_0_m15_geometry,False,False,127.06831143531016,127.06831143531016,1.0,0.0
test,egobody_recording_20220312_S29_S28_04_extreme_kinect_14_kinect_15_b04816,extreme,v16_0_m15_geometry,False,False,649.5684683678962,649.5684683678962,1.0,0.0
test,egobody_recording_20220312_S29_S28_04_medium_kinect_12_kinect_15_b04816,medium,v16_0_m15_geometry,False,False,345.13279020329026,345.13279020329026,1.0,0.0
test,egobody_recording_20220312_S29_S28_04_small_kinect_15_kinect_11_b04816,small,v16_0_m15_geometry,False,False,132.33247727715414,132.33247727715414,1.0,0.0
test,egobody_recording_20220312_S29_S28_05_extreme_kinect_15_kinect_14_b02786,extreme,v16_0_m15_geometry,False,False,487.26738147933446,487.26738147933446,1.0,0.0
test,egobody_recording_20220312_S29_S28_05_medium_kinect_15_kinect_12_b02786,medium,v16_0_m15_geometry,False,False,359.91946061614124,359.91946061614124,1.0,0.0
test,egobody_recording_20220312_S29_S28_05_small_kinect_11_kinect_15_b02786,small,v16_0_m15_geometry,False,False,130.23822707713353,130.23822707713353,1.0,0.0
test,egobody_recording_20220318_S31_S32_01_extreme_kinect_14_kinect_11_b03185,extreme,v16_0_m15_geometry,False,False,1228.4314200342467,1228.4314200342467,1.0,0.0
test,egobody_recording_20220318_S31_S32_01_medium_kinect_14_kinect_13_b03185,medium,v16_0_m15_geometry,False,False,506.12936975172573,506.12936975172573,1.0,0.0
test,egobody_recording_20220318_S31_S32_01_small_kinect_11_kinect_12_b03185,small,v16_0_m15_geometry,False,False,148.13411387264145,148.13411387264145,1.0,0.0
test,egobody_recording_20220318_S32_S31_01_extreme_kinect_11_kinect_14_b03251,extreme,v16_0_m15_geometry,False,False,1773.2050417511975,1773.2050417511975,1.0,0.0
test,egobody_recording_20220318_S32_S31_01_medium_kinect_13_kinect_14_b03251,medium,v16_0_m15_geometry,False,False,640.0630081451608,640.0630081451608,1.0,0.0
test,egobody_recording_20220318_S32_S31_01_small_kinect_11_kinect_12_b03251,small,v16_0_m15_geometry,False,False,253.208331128139,253.208331128139,1.0,0.0
test,egobody_recording_20220318_S32_S31_02_extreme_kinect_14_kinect_11_b03001,extreme,v16_0_m15_geometry,False,False,535.6081037866635,535.6081037866635,1.0,0.0
test,egobody_recording_20220318_S32_S31_02_medium_kinect_13_kinect_14_b03001,medium,v16_0_m15_geometry,False,False,333.33870456515973,333.33870456515973,1.0,0.0
test,egobody_recording_20220318_S32_S31_02_small_kinect_11_kinect_12_b03001,small,v16_0_m15_geometry,False,False,280.7038637802013,280.7038637802013,1.0,0.0
test,egobody_recording_20220318_S33_S34_01_extreme_kinect_14_kinect_11_b03921,extreme,v16_0_m15_geometry,False,False,1024.436015248036,1024.436015248036,1.0,0.0
test,egobody_recording_20220318_S33_S34_01_medium_kinect_13_kinect_14_b03921,medium,v16_0_m15_geometry,False,False,309.79299094179055,309.79299094179055,1.0,0.0
test,egobody_recording_20220318_S33_S34_01_small_kinect_12_kinect_11_b03921,small,v16_0_m15_geometry,False,False,159.95128304106018,159.95128304106018,1.0,0.0
test,egobody_recording_20220318_S33_S34_02_extreme_kinect_11_kinect_14_b03381,extreme,v16_0_m15_geometry,False,False,681.0450765357401,681.0450765357401,1.0,0.0
test,egobody_recording_20220318_S33_S34_02_medium_kinect_14_kinect_13_b03381,medium,v16_0_m15_geometry,False,False,268.73380418406845,268.73380418406845,1.0,0.0
test,egobody_recording_20220318_S33_S34_02_small_kinect_12_kinect_11_b03381,small,v16_0_m15_geometry,False,False,167.50872688402288,167.50872688402288,1.0,0.0
test,egobody_recording_20220318_S34_S33_01_extreme_kinect_11_kinect_14_b02656,extreme,v16_0_m15_geometry,False,False,2106.4824111584758,2106.4824111584758,1.0,0.0
test,egobody_recording_20220318_S34_S33_01_medium_kinect_14_kinect_13_b02656,medium,v16_0_m15_geometry,False,False,331.64335755093055,331.64335755093055,1.0,0.0
test,egobody_recording_20220318_S34_S33_01_small_kinect_12_kinect_11_b02656,small,v16_0_m15_geometry,False,False,218.0839660797664,218.0839660797664,1.0,0.0
test,egobody_recording_20220318_S34_S33_02_extreme_kinect_11_kinect_14_b04321,extreme,v16_0_m15_geometry,False,False,1001.0330920952483,1001.0330920952483,1.0,0.0
test,egobody_recording_20220318_S34_S33_02_medium_kinect_13_kinect_14_b04321,medium,v16_0_m15_geometry,False,False,325.58543354215817,325.58543354215817,1.0,0.0
test,egobody_recording_20220318_S34_S33_02_small_kinect_12_kinect_11_b04321,small,v16_0_m15_geometry,False,False,206.30446491189616,206.30446491189616,1.0,0.0
test,egobody_recording_20220318_S34_S33_03_extreme_kinect_11_kinect_14_b03186,extreme,v16_0_m15_geometry,False,False,586.00992300637,586.00992300637,1.0,0.0
test,egobody_recording_20220318_S34_S33_03_medium_kinect_14_kinect_13_b03186,medium,v16_0_m15_geometry,False,False,213.72459682527003,213.72459682527003,1.0,0.0
test,egobody_recording_20220318_S34_S33_03_small_kinect_11_kinect_12_b03186,small,v16_0_m15_geometry,False,False,236.12737376834727,236.12737376834727,1.0,0.0
test,egobody_recording_20220415_S35_S36_01_extreme_kinect_14_kinect_13_b02261,extreme,v16_0_m15_geometry,False,False,496.9783303353981,496.9783303353981,1.0,0.0
test,egobody_recording_20220415_S35_S36_01_medium_kinect_15_kinect_13_b02261,medium,v16_0_m15_geometry,False,False,295.8908726984586,295.8908726984586,1.0,0.0
test,egobody_recording_20220415_S35_S36_01_small_kinect_11_kinect_12_b02261,small,v16_0_m15_geometry,False,False,119.22555623402637,119.22555623402637,1.0,0.0
test,egobody_recording_20220415_S35_S36_02_extreme_kinect_13_kinect_14_b02241,extreme,v16_0_m15_geometry,False,False,373.4505803048016,373.4505803048016,1.0,0.0
test,egobody_recording_20220415_S35_S36_02_medium_kinect_13_kinect_15_b02241,medium,v16_0_m15_geometry,False,False,268.26644627822793,268.26644627822793,1.0,0.0
test,egobody_recording_20220415_S35_S36_02_small_kinect_11_kinect_12_b02241,small,v16_0_m15_geometry,False,False,148.7739730348992,148.7739730348992,1.0,0.0
development,egobody_recording_20210918_S09_S05_03_medium_kinect_13_kinect_12_b02121,medium,v20_gate_vel_r025_t075_b050,False,True,214.72095085303212,214.82044852745037,0.9995368333177764,-0.04631666822235703
development,egobody_recording_20210918_S05_S06_02_small_kinect_11_kinect_12_b02371,small,v17_harmony_multicue_safe,False,True,99.95720157109776,100.05144780254892,0.9990580223123091,-0.0941977687690887
development,egobody_recording_20210918_S05_S06_01_medium_kinect_12_kinect_13_b02931,medium,v17_harmony_multicue_safe,False,True,113.0045937541793,113.11732855307422,0.9990033817069679,-0.09966182930321033
development,egobody_recording_20211004_S19_S06_04_medium_kinect_12_kinect_13_b02011,medium,v17_harmony_multicue_safe,False,True,326.0396105610966,326.8829847545349,0.9974199507690141,-0.258004923098587
test,egobody_recording_20211004_S20_S12_04_medium_kinect_12_kinect_13_b03056,medium,v19_ungated_translation_b050,True,False,241.57407939208449,242.48506248242128,0.9962431372843725,-0.37568627156274736
development,egobody_recording_20210918_S09_S05_03_medium_kinect_13_kinect_12_b02121,medium,v19_ungated_translation_b050,True,False,213.80812330509147,214.82044852745037,0.9952875751386883,-0.4712424861311737
development,egobody_recording_20210918_S09_S05_03_medium_kinect_13_kinect_12_b02121,medium,v20_gate_r025_t075_b050,False,True,213.80812330509147,214.82044852745037,0.9952875751386883,-0.4712424861311737
test,egobody_recording_20211004_S12_S20_03_extreme_kinect_11_kinect_13_b01986,extreme,v19_ungated_translation_b050,True,False,650.5676720712532,660.319475889131,0.9852316883357911,-1.4768311664208889
development,egobody_recording_20210918_S05_S06_02_small_kinect_11_kinect_12_b02371,small,v20_gate_r025_t100_b100,False,True,98.53885437266628,100.05144780254892,0.9848818436603962,-1.5118156339603783
development,egobody_recording_20210923_S14_S03_01_medium_kinect_12_kinect_11_b02046,medium,v20_gate_r025_t100_b100,False,True,396.6724278074481,402.95262537974224,0.9844145510495789,-1.5585448950421132
development,egobody_recording_20220218_S02_S23_01_small_kinect_12_kinect_11_b03091,small,v20_gate_r025_t100_b100,False,True,275.2103413490079,279.64138605880675,0.9841545460339441,-1.5845453966055856
development,egobody_recording_20210918_S05_S06_02_small_kinect_11_kinect_12_b02371,small,v20_gate_vel_r025_t075_b050,False,True,98.34592257344924,100.05144780254892,0.982953517749533,-1.704648225046701
development,egobody_recording_20210918_S05_S06_02_small_kinect_11_kinect_12_b02371,small,v19_ungated_translation_b050,True,False,98.05128646512304,100.05144780254892,0.9800086717248391,-1.9991328275160924
development,egobody_recording_20210918_S05_S06_02_small_kinect_11_kinect_12_b02371,small,v20_gate_r015_t050_b050,False,True,98.05128646512304,100.05144780254892,0.9800086717248391,-1.9991328275160924
development,egobody_recording_20210918_S05_S06_02_small_kinect_11_kinect_12_b02371,small,v20_gate_r025_t075_b050,False,True,98.05128646512304,100.05144780254892,0.9800086717248391,-1.9991328275160924
holdout,egobody_recording_20210921_S11_S10_02_small_kinect_12_kinect_13_b02981,small,v20_gate_vel_r025_t075_b050,False,True,173.9137813950264,177.55908456289373,0.9794699146098824,-2.053008539011758
development,egobody_recording_20210918_S06_S05_03_medium_kinect_12_kinect_13_b01166,medium,v20_gate_vel_r025_t075_b050,False,True,136.8747247912228,139.75338922900735,0.9794018273641477,-2.0598172635852285
test,egobody_recording_20220318_S34_S33_02_small_kinect_12_kinect_11_b04321,small,v19_ungated_translation_b050,True,False,202.0242817698326,206.30446491189616,0.9792530755750176,-2.0746924424982383
development,egobody_recording_20211004_S19_S06_04_medium_kinect_12_kinect_13_b02011,medium,v20_gate_r025_t100_b100,False,True,319.94792700009606,326.8829847545349,0.9787842803759071,-2.1215719624092855
development,egobody_recording_20211004_S19_S06_04_medium_kinect_12_kinect_13_b02011,medium,v19_ungated_translation_b050,True,False,319.75009349417974,326.8829847545349,0.9781790683730098,-2.182093162699017
development,egobody_recording_20211004_S19_S06_04_medium_kinect_12_kinect_13_b02011,medium,v20_gate_r025_t075_b050,False,True,319.75009349417974,326.8829847545349,0.9781790683730098,-2.182093162699017
development,egobody_recording_20210918_S06_S05_03_medium_kinect_12_kinect_13_b01166,medium,v17_harmony_multicue_safe,False,True,136.6816513471327,139.75338922900735,0.9780202977629321,-2.197970223706791
development,egobody_recording_20211004_S19_S06_04_medium_kinect_12_kinect_13_b02011,medium,v20_gate_vel_r025_t075_b050,False,True,319.5984208281692,326.8829847545349,0.977715071551259,-2.228492844874097
holdout,egobody_recording_20220315_S21_S30_04_small_kinect_12_kinect_11_b04401,small,v17_harmony_multicue_safe,False,True,209.12437021777237,213.9185781844706,0.977588632051565,-2.2411367948435013
holdout,egobody_recording_20210921_S11_S10_02_small_kinect_12_kinect_13_b02981,small,v19_ungated_translation_b050,True,False,173.4935119700746,177.55908456289373,0.9771029874206236,-2.2897012579376375
holdout,egobody_recording_20210921_S11_S10_02_small_kinect_12_kinect_13_b02981,small,v20_gate_r025_t075_b050,False,True,173.4935119700746,177.55908456289373,0.9771029874206236,-2.2897012579376375
test,egobody_recording_20211004_S20_S12_03_medium_kinect_13_kinect_12_b01396,medium,v19_ungated_translation_b050,True,False,122.45805572817801,125.4881086889098,0.9758538638251102,-2.414613617488981
development,egobody_recording_20210929_S15_S11_02_medium_kinect_11_kinect_12_b04466,medium,v19_ungated_translation_b050,True,False,279.82613682784245,286.95188093956745,0.9751674598249952,-2.4832540175004802
development,egobody_recording_20210929_S15_S11_03_extreme_kinect_13_kinect_11_b01946,extreme,v19_ungated_translation_b050,True,False,305.5147999558978,313.33478701327886,0.9750427102846717,-2.495728971532829
development,egobody_recording_20210918_S06_S05_03_medium_kinect_12_kinect_13_b01166,medium,v19_ungated_translation_b050,True,False,136.26459901276016,139.75338922900735,0.9750360958292734,-2.496390417072658
development,egobody_recording_20210918_S06_S05_03_medium_kinect_12_kinect_13_b01166,medium,v20_gate_r015_t050_b050,False,True,136.26459901276016,139.75338922900735,0.9750360958292734,-2.496390417072658
development,egobody_recording_20210918_S06_S05_03_medium_kinect_12_kinect_13_b01166,medium,v20_gate_r025_t075_b050,False,True,136.26459901276016,139.75338922900735,0.9750360958292734,-2.496390417072658
development,egobody_recording_20210918_S09_S05_02_small_kinect_11_kinect_12_b03726,small,v20_gate_vel_r025_t075_b050,False,True,155.22307530419354,159.82410305144168,0.9712119282423426,-2.8788071757657407
holdout,egobody_recording_20220315_S21_S30_04_small_kinect_12_kinect_11_b04401,small,v20_gate_vel_r025_t075_b050,False,True,207.56387718082632,213.9185781844706,0.97029383302013,-2.9706166979870052
holdout,egobody_recording_20220315_S21_S30_04_small_kinect_12_kinect_11_b04401,small,v19_ungated_translation_b050,True,False,207.345488680388,213.9185781844706,0.9692729375827548,-3.072706241724521
holdout,egobody_recording_20220315_S21_S30_04_small_kinect_12_kinect_11_b04401,small,v20_gate_r025_t075_b050,False,True,207.345488680388,213.9185781844706,0.9692729375827548,-3.072706241724521
development,egobody_recording_20210918_S09_S05_02_small_kinect_11_kinect_12_b03726,small,v19_ungated_translation_b050,True,False,154.38677263401644,159.82410305144168,0.965979284015283,-3.402071598471701
development,egobody_recording_20210918_S09_S05_02_small_kinect_11_kinect_12_b03726,small,v20_gate_r015_t050_b050,False,True,154.38677263401644,159.82410305144168,0.965979284015283,-3.402071598471701
development,egobody_recording_20210918_S09_S05_02_small_kinect_11_kinect_12_b03726,small,v20_gate_r025_t075_b050,False,True,154.38677263401644,159.82410305144168,0.965979284015283,-3.402071598471701
development,egobody_recording_20210923_S14_S03_01_small_kinect_12_kinect_13_b02046,small,v19_ungated_translation_b050,True,False,338.99113960985,351.1331642394547,0.9654204562081056,-3.457954379189443
development,egobody_recording_20210923_S14_S03_01_small_kinect_12_kinect_13_b02046,small,v20_gate_r015_t050_b050,False,True,338.99113960985,351.1331642394547,0.9654204562081056,-3.457954379189443
development,egobody_recording_20210923_S14_S03_01_small_kinect_12_kinect_13_b02046,small,v20_gate_r025_t075_b050,False,True,338.99113960985,351.1331642394547,0.9654204562081056,-3.457954379189443
development,egobody_recording_20210918_S06_S05_03_medium_kinect_12_kinect_13_b01166,medium,v20_gate_r025_t100_b100,False,True,134.7997605624405,139.75338922900735,0.9645545006536509,-3.5445499346349107
test,egobody_recording_20211004_S12_S20_03_small_kinect_11_kinect_12_b01986,small,v19_ungated_translation_b050,True,False,469.45538862118383,487.28100544327424,0.9634181988976266,-3.6581801102373412
development,egobody_recording_20210923_S14_S03_01_small_kinect_12_kinect_13_b02046,small,v20_gate_vel_r025_t075_b050,False,True,338.1351131513549,351.1331642394547,0.9629825592912785,-3.7017440708721483
development,egobody_recording_20210923_S14_S03_01_medium_kinect_12_kinect_11_b02046,medium,v17_harmony_multicue_safe,False,True,387.90575022432273,402.95262537974224,0.9626584511237782,-3.7341548876221764
development,egobody_recording_20210929_S16_S05_01_small_kinect_13_kinect_12_b03136,small,v19_ungated_translation_b050,True,False,281.9634001700384,292.9267336364084,0.9625731208269366,-3.742687917306342
test,egobody_recording_20211004_S12_S20_01_small_kinect_11_kinect_12_b02556,small,v19_ungated_translation_b050,True,False,191.33108632018946,199.13319947665303,0.9608196263758705,-3.9180373624129516
development,egobody_recording_20210923_S13_S05_01_small_kinect_13_kinect_12_b02401,small,v20_gate_r025_t100_b100,False,True,158.0994183216063,164.5723817154858,0.9606679849534534,-3.93320150465466
development,egobody_recording_20210918_S06_S05_01_small_kinect_11_kinect_12_b02456,small,v20_gate_r025_t100_b100,False,True,245.38048208056523,255.61304026219494,0.9599685596199096,-4.003144038009044
development,egobody_recording_20210918_S09_S05_02_small_kinect_11_kinect_12_b03726,small,v20_gate_r025_t100_b100,False,True,153.37651682272065,159.82410305144168,0.9596582361131989,-4.034176388680111
development,egobody_recording_20210923_S14_S03_01_medium_kinect_12_kinect_11_b02046,medium,v19_ungated_translation_b050,True,False,386.5896251286421,402.95262537974224,0.9593922480696592,-4.0607751930340825
development,egobody_recording_20210923_S14_S03_01_medium_kinect_12_kinect_11_b02046,medium,v20_gate_r025_t075_b050,False,True,386.5896251286421,402.95262537974224,0.9593922480696592,-4.0607751930340825
development,egobody_recording_20210929_S15_S11_01_small_kinect_13_kinect_12_b02726,small,v19_ungated_translation_b050,True,False,323.95545572652986,337.67480312463914,0.9593711249072815,-4.062887509271851
development,egobody_recording_20210929_S15_S11_01_small_kinect_13_kinect_12_b02726,small,v20_gate_r025_t075_b050,False,True,323.95545572652986,337.67480312463914,0.9593711249072815,-4.062887509271851
development,egobody_recording_20210929_S15_S11_01_small_kinect_13_kinect_12_b02726,small,v20_gate_vel_r025_t075_b050,False,True,323.89085579135775,337.67480312463914,0.9591798167771683,-4.082018322283165
development,egobody_recording_20210923_S13_S05_01_small_kinect_13_kinect_12_b02401,small,v17_harmony_multicue_safe,False,True,157.77602793821302,164.5723817154858,0.9587029506018673,-4.129704939813273
development,egobody_recording_20210923_S14_S03_01_medium_kinect_12_kinect_11_b02046,medium,v20_gate_vel_r025_t075_b050,False,True,385.0720745377355,402.95262537974224,0.9556261711282905,-4.437382887170949
development,egobody_recording_20210918_S06_S05_02_small_kinect_12_kinect_11_b03571,small,v17_harmony_multicue_safe,False,True,242.90915743774772,254.40605190352844,0.9548088798212223,-4.519112017877768
development,egobody_recording_20210918_S06_S05_01_small_kinect_11_kinect_12_b02456,small,v17_harmony_multicue_safe,False,True,243.9178520695198,255.61304026219494,0.954246511912386,-4.575348808761404
development,egobody_recording_20210918_S09_S05_02_small_kinect_11_kinect_12_b03726,small,v17_harmony_multicue_safe,False,True,152.42747914201763,159.82410305144168,0.9537202226184661,-4.627977738153389
test,egobody_recording_20211004_S20_S12_03_extreme_kinect_11_kinect_13_b01396,extreme,v19_ungated_translation_b050,True,False,417.2487034597092,438.3242018176337,0.9519180134920019,-4.808198650799811
development,egobody_recording_20210918_S09_S05_02_extreme_kinect_13_kinect_11_b03726,extreme,v20_gate_vel_r025_t075_b050,False,True,182.11680109168103,191.675928527158,0.9501287015592959,-4.987129844070415
development,egobody_recording_20210929_S15_S11_01_small_kinect_13_kinect_12_b02726,small,v20_gate_r025_t100_b100,False,True,320.06976367913023,337.67480312463914,0.9478639232699554,-5.213607673004461
development,egobody_recording_20210918_S09_S05_01_medium_kinect_12_kinect_13_b02021,medium,v20_gate_r025_t100_b100,False,True,125.31052251218418,132.23663605534855,0.9476233383593832,-5.237666164061682
development,egobody_recording_20220218_S02_S23_01_small_kinect_12_kinect_11_b03091,small,v17_harmony_multicue_safe,False,True,264.8610852556219,279.64138605880675,0.9471455172945086,-5.285448270549143
development,egobody_recording_20210918_S09_S05_01_medium_kinect_12_kinect_13_b02021,medium,v20_gate_vel_r025_t075_b050,False,True,125.15371905077696,132.23663605534855,0.9464375590921188,-5.35624409078812
development,egobody_recording_20210923_S14_S03_01_small_kinect_12_kinect_13_b02046,small,v20_gate_r025_t100_b100,False,True,331.59368258210407,351.1331642394547,0.9443530727162368,-5.564692728376319
development,egobody_recording_20210918_S09_S05_02_extreme_kinect_13_kinect_11_b03726,extreme,v19_ungated_translation_b050,True,False,180.8894706967363,191.675928527158,0.9437255480471384,-5.627445195286162
development,egobody_recording_20210918_S09_S05_02_extreme_kinect_13_kinect_11_b03726,extreme,v20_gate_r015_t050_b050,False,True,180.8894706967363,191.675928527158,0.9437255480471384,-5.627445195286162
development,egobody_recording_20210918_S09_S05_02_extreme_kinect_13_kinect_11_b03726,extreme,v20_gate_r025_t075_b050,False,True,180.8894706967363,191.675928527158,0.9437255480471384,-5.627445195286162
test,egobody_recording_20210907_S03_S04_01_small_kinect_11_kinect_12_b01801,small,v19_ungated_translation_b050,True,False,139.84382792744478,148.20696976446823,0.9435711974253692,-5.642880257463078
development,egobody_recording_20210929_S15_S11_01_small_kinect_13_kinect_12_b02726,small,v17_harmony_multicue_safe,False,True,318.1567384706517,337.67480312463914,0.9421986346823067,-5.780136531769331
development,egobody_recording_20210918_S09_S05_01_medium_kinect_12_kinect_13_b02021,medium,v19_ungated_translation_b050,True,False,124.58691142057576,132.23663605534855,0.9421512459559925,-5.784875404400747
development,egobody_recording_20210918_S09_S05_01_medium_kinect_12_kinect_13_b02021,medium,v20_gate_r015_t050_b050,False,True,124.58691142057576,132.23663605534855,0.9421512459559925,-5.784875404400747
development,egobody_recording_20210918_S09_S05_01_medium_kinect_12_kinect_13_b02021,medium,v20_gate_r025_t075_b050,False,True,124.58691142057576,132.23663605534855,0.9421512459559925,-5.784875404400747
test,egobody_recording_20211004_S12_S20_04_small_kinect_11_kinect_12_b03381,small,v19_ungated_translation_b050,True,False,493.6118053772704,524.0199500136833,0.9419713989217035,-5.802860107829655
test,egobody_recording_20210929_S05_S16_04_extreme_kinect_13_kinect_11_b02616,extreme,v19_ungated_translation_b050,True,False,315.9189661046925,335.7076816416773,0.9410537303161666,-5.894626968383343
development,egobody_recording_20210918_S05_S06_01_medium_kinect_12_kinect_13_b02931,medium,v20_gate_vel_r025_t075_b050,False,True,106.4201691009584,113.11732855307422,0.9407945755280674,-5.920542447193256
development,egobody_recording_20210911_S06_S07_01_extreme_kinect_13_kinect_11_b03451,extreme,v20_gate_vel_r025_t075_b050,False,True,216.93625541450717,230.68676012181302,0.9403931777443796,-5.960682225562042
development,egobody_recording_20210918_S05_S06_01_medium_kinect_12_kinect_13_b02931,medium,v19_ungated_translation_b050,True,False,106.30650746232291,113.11732855307422,0.9397897636209143,-6.0210236379085735
development,egobody_recording_20210918_S05_S06_01_medium_kinect_12_kinect_13_b02931,medium,v20_gate_r015_t050_b050,False,True,106.30650746232291,113.11732855307422,0.9397897636209143,-6.0210236379085735
development,egobody_recording_20210918_S05_S06_01_medium_kinect_12_kinect_13_b02931,medium,v20_gate_r025_t075_b050,False,True,106.30650746232291,113.11732855307422,0.9397897636209143,-6.0210236379085735
development,egobody_recording_20210911_S08_S03_03_medium_kinect_12_kinect_11_b03066,medium,v20_gate_vel_r025_t075_b050,False,True,202.44089355465215,215.52531033457979,0.9392905790989676,-6.070942090103237
development,egobody_recording_20220218_S02_S23_01_medium_kinect_13_kinect_11_b03091,medium,v20_gate_r025_t100_b100,False,True,197.83692015117933,210.68586492976337,0.9390137312587747,-6.098626874122526
test,egobody_recording_20210921_S05_S12_03_small_kinect_12_kinect_13_b03356,small,v19_ungated_translation_b050,True,False,290.2061110889076,309.23143026248874,0.9384754675246574,-6.152453247534262
development,egobody_recording_20211004_S19_S06_05_medium_kinect_12_kinect_13_b03406,medium,v19_ungated_translation_b050,True,False,299.1295882259612,319.0216639967996,0.9376466302581947,-6.235336974180528
development,egobody_recording_20210911_S06_S07_01_extreme_kinect_13_kinect_11_b03451,extreme,v19_ungated_translation_b050,True,False,215.51620250376791,230.68676012181302,0.9342374152290562,-6.576258477094377
development,egobody_recording_20210911_S06_S07_01_extreme_kinect_13_kinect_11_b03451,extreme,v20_gate_r015_t050_b050,False,True,215.51620250376791,230.68676012181302,0.9342374152290562,-6.576258477094377
development,egobody_recording_20210911_S06_S07_01_extreme_kinect_13_kinect_11_b03451,extreme,v20_gate_r025_t075_b050,False,True,215.51620250376791,230.68676012181302,0.9342374152290562,-6.576258477094377
development,egobody_recording_20210911_S08_S03_03_medium_kinect_12_kinect_11_b03066,medium,v19_ungated_translation_b050,True,False,201.2431474327288,215.52531033457979,0.9337332451595617,-6.626675484043831
development,egobody_recording_20210911_S08_S03_03_medium_kinect_12_kinect_11_b03066,medium,v20_gate_r015_t050_b050,False,True,201.2431474327288,215.52531033457979,0.9337332451595617,-6.626675484043831
development,egobody_recording_20210911_S08_S03_03_medium_kinect_12_kinect_11_b03066,medium,v20_gate_r025_t075_b050,False,True,201.2431474327288,215.52531033457979,0.9337332451595617,-6.626675484043831
development,egobody_recording_20210918_S09_S05_01_medium_kinect_12_kinect_13_b02021,medium,v17_harmony_multicue_safe,False,True,123.43161627752104,132.23663605534855,0.9334146720569774,-6.658532794302263
development,egobody_recording_20220218_S02_S23_01_small_kinect_12_kinect_11_b03091,small,v20_gate_vel_r025_t075_b050,False,True,260.7347350900818,279.64138605880675,0.932389653637502,-6.761034636249796
development,egobody_recording_20210929_S15_S11_03_medium_kinect_12_kinect_11_b01946,medium,v20_gate_r025_t100_b100,False,True,221.9848907836478,238.70272602285908,0.9299637858446145,-7.003621415538552
test,egobody_recording_20210911_S03_S08_02_medium_kinect_12_kinect_11_b03471,medium,v19_ungated_translation_b050,True,False,233.595029632193,251.21363822635104,0.9298660346685352,-7.0133965331464765
development,egobody_recording_20220218_S02_S23_01_medium_kinect_13_kinect_11_b03091,medium,v17_harmony_multicue_safe,False,True,195.56638296298013,210.68586492976337,0.9282368469672911,-7.176315303270886
test,egobody_recording_20210907_S03_S04_01_extreme_kinect_13_kinect_11_b01801,extreme,v19_ungated_translation_b050,True,False,143.02589515918598,154.08441390391118,0.9282307764650264,-7.176922353497361
development,egobody_recording_20220218_S02_S23_01_small_kinect_12_kinect_11_b03091,small,v19_ungated_translation_b050,True,False,259.1411349214431,279.64138605880675,0.9266909257378213,-7.33090742621787
development,egobody_recording_20220218_S02_S23_01_small_kinect_12_kinect_11_b03091,small,v20_gate_r025_t075_b050,False,True,259.1411349214431,279.64138605880675,0.9266909257378213,-7.33090742621787
development,egobody_recording_20211004_S19_S06_02_medium_kinect_12_kinect_13_b02621,medium,v19_ungated_translation_b050,True,False,318.7710423512491,344.85503199100447,0.9243624502471063,-7.563754975289372
development,egobody_recording_20210911_S08_S03_02_medium_kinect_12_kinect_11_b02326,medium,v20_gate_vel_r025_t075_b050,False,True,157.1571136260213,170.30034524775402,0.9228232238601051,-7.717677613989493
development,egobody_recording_20210929_S16_S05_01_medium_kinect_11_kinect_12_b03136,medium,v19_ungated_translation_b050,True,False,286.07921862550427,310.10055180171474,0.9225369544277037,-7.746304557229633
development,egobody_recording_20210923_S14_S03_01_small_kinect_12_kinect_13_b02046,small,v17_harmony_multicue_safe,False,True,323.66639841849263,351.1331642394547,0.9217767826617734,-7.8223217338226565
development,egobody_recording_20211004_S19_S06_01_small_kinect_11_kinect_12_b03136,small,v19_ungated_translation_b050,True,False,399.14850575357934,434.14036391044795,0.9193996664081515,-8.060033359184848
development,egobody_recording_20210918_S06_S05_01_small_kinect_11_kinect_12_b02456,small,v20_gate_vel_r025_t075_b050,False,True,235.00120243891214,255.61304026219494,0.9193631209028295,-8.063687909717054
test,egobody_recording_20220318_S34_S33_03_medium_kinect_14_kinect_13_b03186,medium,v19_ungated_translation_b050,True,False,196.37830400898966,213.72459682527003,0.918838107199885,-8.116189280011499
development,egobody_recording_20210918_S09_S05_02_medium_kinect_13_kinect_12_b03726,medium,v20_gate_vel_r025_t075_b050,False,True,174.82076793976734,190.26736936850344,0.9188163399746194,-8.118366002538057
development,egobody_recording_20210911_S08_S03_02_medium_kinect_12_kinect_11_b02326,medium,v19_ungated_translation_b050,True,False,156.40395525121582,170.30034524775402,0.9184006939250672,-8.159930607493282
