split,case_id,angle_stratum,method,is_final_method,gate_enabled,candidate_W-MPJPE_mm,parent_W-MPJPE_mm,candidate_to_parent_W_ratio,W_harm_percent
development,egobody_recording_20210907_S02_S01_01_medium_kinect_12_kinect_13_b02196,medium,v20_gate_r015_t050_b050,False,True,185.08600358982045,235.32886150513232,0.7864993796597443,-21.350062034025573
development,egobody_recording_20210907_S02_S01_01_medium_kinect_12_kinect_13_b02196,medium,v20_gate_r025_t075_b050,False,True,185.08600358982045,235.32886150513232,0.7864993796597443,-21.350062034025573
development,egobody_recording_20210911_S06_S07_01_medium_kinect_12_kinect_11_b03451,medium,v19_ungated_translation_b050,True,False,240.94927466859392,306.375254022212,0.7864514888370366,-21.354851116296338
development,egobody_recording_20210911_S06_S07_01_medium_kinect_12_kinect_11_b03451,medium,v20_gate_r015_t050_b050,False,True,240.94927466859392,306.375254022212,0.7864514888370366,-21.354851116296338
development,egobody_recording_20210911_S06_S07_01_medium_kinect_12_kinect_11_b03451,medium,v20_gate_r025_t075_b050,False,True,240.94927466859392,306.375254022212,0.7864514888370366,-21.354851116296338
holdout,egobody_recording_20211002_S03_S18_04_extreme_kinect_11_kinect_13_b04526,extreme,v20_gate_vel_r025_t075_b050,False,True,374.5808906174676,476.61378376616153,0.7859212288355601,-21.407877116443984
development,egobody_recording_20210918_S06_S05_01_medium_kinect_13_kinect_12_b02456,medium,v20_gate_r025_t100_b100,False,True,200.95701323082292,255.9076382440951,0.7852716496064176,-21.47283503935824
development,egobody_recording_20210911_S06_S07_02_small_kinect_13_kinect_12_b02246,small,v20_gate_vel_r025_t075_b050,False,True,180.55667184977213,230.03856054765416,0.7848974164154036,-21.510258358459645
development,egobody_recording_20210911_S07_S06_01_small_kinect_13_kinect_12_b02166,small,v20_gate_vel_r025_t075_b050,False,True,188.88080418651506,240.84823890971688,0.7842316183898606,-21.576838161013946
development,egobody_recording_20210918_S05_S09_01_medium_kinect_13_kinect_12_b02171,medium,v17_harmony_multicue_safe,False,True,120.97503545249423,154.4607968917247,0.7832086709826855,-21.679132901731446
holdout,egobody_recording_20210921_S11_S10_02_medium_kinect_12_kinect_11_b02981,medium,v19_ungated_translation_b050,True,False,187.0379636254893,238.8883184442246,0.7829514847925004,-21.70485152074996
holdout,egobody_recording_20210921_S11_S10_02_medium_kinect_12_kinect_11_b02981,medium,v20_gate_r025_t075_b050,False,True,187.0379636254893,238.8883184442246,0.7829514847925004,-21.70485152074996
holdout,egobody_recording_20210921_S11_S10_02_medium_kinect_12_kinect_11_b02981,medium,v20_gate_vel_r025_t075_b050,False,True,186.9885462445561,238.8883184442246,0.782744620843459,-21.7255379156541
test,egobody_recording_20220318_S34_S33_01_medium_kinect_14_kinect_13_b02656,medium,v19_ungated_translation_b050,True,False,259.58691455861873,331.64335755093055,0.7827291234643646,-21.727087653563537
development,egobody_recording_20210918_S09_S05_03_extreme_kinect_13_kinect_11_b02121,extreme,v17_harmony_multicue_safe,False,True,217.46614614462544,277.8997975421315,0.7825343813417355,-21.746561865826454
development,egobody_recording_20220312_S28_S29_04_small_kinect_15_kinect_11_b02691,small,v20_gate_vel_r025_t075_b050,False,True,143.14845909251787,183.10214005602666,0.7817956636045678,-21.820433639543225
development,egobody_recording_20210911_S08_S03_03_small_kinect_12_kinect_13_b03066,small,v20_gate_vel_r025_t075_b050,False,True,213.61349445670015,273.23925709818354,0.7817818593319555,-21.821814066804446
development,egobody_recording_20211004_S19_S06_02_small_kinect_12_kinect_11_b02621,small,v20_gate_vel_r025_t075_b050,False,True,355.1556277342648,454.36432841122405,0.7816538524847177,-21.834614751528225
holdout,egobody_recording_20210921_S11_S10_01_extreme_kinect_11_kinect_13_b01526,extreme,v17_harmony_multicue_safe,False,True,157.60127163983373,201.75564734603918,0.7811492452031614,-21.885075479683856
development,egobody_recording_20211002_S18_S03_01_small_kinect_12_kinect_11_b01651,small,v20_gate_vel_r025_t075_b050,False,True,266.0951430105301,340.874038900399,0.7806260161932754,-21.937398380672455
development,egobody_recording_20210911_S06_S07_02_small_kinect_13_kinect_12_b02246,small,v19_ungated_translation_b050,True,False,179.57374204822463,230.03856054765416,0.7806245249523053,-21.937547504769473
development,egobody_recording_20210911_S06_S07_02_small_kinect_13_kinect_12_b02246,small,v20_gate_r025_t075_b050,False,True,179.57374204822463,230.03856054765416,0.7806245249523053,-21.937547504769473
test,egobody_recording_20210921_S05_S12_01_medium_kinect_12_kinect_11_b02281,medium,v19_ungated_translation_b050,True,False,161.26603337539925,206.86106327109835,0.7795862151402302,-22.04137848597698
test,egobody_recording_20220312_S29_S28_04_medium_kinect_12_kinect_15_b04816,medium,v19_ungated_translation_b050,True,False,268.8957396729363,345.13279020329026,0.7791080630575589,-22.089193694244113
development,egobody_recording_20220312_S28_S29_04_small_kinect_15_kinect_11_b02691,small,v19_ungated_translation_b050,True,False,142.58941629119943,183.10214005602666,0.7787424890149787,-22.125751098502132
development,egobody_recording_20220312_S28_S29_04_small_kinect_15_kinect_11_b02691,small,v20_gate_r015_t050_b050,False,True,142.58941629119943,183.10214005602666,0.7787424890149787,-22.125751098502132
development,egobody_recording_20220312_S28_S29_04_small_kinect_15_kinect_11_b02691,small,v20_gate_r025_t075_b050,False,True,142.58941629119943,183.10214005602666,0.7787424890149787,-22.125751098502132
development,egobody_recording_20210911_S08_S03_03_small_kinect_12_kinect_13_b03066,small,v19_ungated_translation_b050,True,False,212.76844168689283,273.23925709818354,0.778689138400191,-22.131086159980896
development,egobody_recording_20210911_S08_S03_03_small_kinect_12_kinect_13_b03066,small,v20_gate_r025_t075_b050,False,True,212.76844168689283,273.23925709818354,0.778689138400191,-22.131086159980896
holdout,egobody_recording_20211002_S03_S18_04_extreme_kinect_11_kinect_13_b04526,extreme,v19_ungated_translation_b050,True,False,371.09220524767716,476.61378376616153,0.7786014964051987,-22.13985035948013
holdout,egobody_recording_20211002_S03_S18_03_small_kinect_11_kinect_12_b02681,small,v20_gate_vel_r025_t075_b050,False,True,292.2361153447129,375.72248462057246,0.7777977824239899,-22.22022175760101
development,egobody_recording_20210918_S06_S05_02_small_kinect_12_kinect_11_b03571,small,v19_ungated_translation_b050,True,False,197.70805465190662,254.40605190352844,0.7771358156482776,-22.28641843517224
development,egobody_recording_20210918_S06_S05_02_small_kinect_12_kinect_11_b03571,small,v20_gate_r025_t075_b050,False,True,197.70805465190662,254.40605190352844,0.7771358156482776,-22.28641843517224
development,egobody_recording_20211004_S19_S06_02_small_kinect_12_kinect_11_b02621,small,v19_ungated_translation_b050,True,False,353.08437844112495,454.36432841122405,0.7770952875542745,-22.29047124457255
development,egobody_recording_20211004_S19_S06_02_small_kinect_12_kinect_11_b02621,small,v20_gate_r025_t075_b050,False,True,353.08437844112495,454.36432841122405,0.7770952875542745,-22.29047124457255
test,egobody_recording_20210911_S03_S08_01_medium_kinect_11_kinect_12_b02141,medium,v19_ungated_translation_b050,True,False,132.92373322628708,171.2788902067813,0.7760660584956566,-22.393394150434343
development,egobody_recording_20210911_S07_S06_03_small_kinect_13_kinect_12_b02231,small,v20_gate_vel_r025_t075_b050,False,True,179.99897380973732,232.48049034052184,0.7742541042738119,-22.57458957261881
holdout,egobody_recording_20220315_S21_S30_05_small_kinect_11_kinect_12_b02151,small,v20_gate_vel_r025_t075_b050,False,True,174.64664864963058,225.56801233940666,0.7742527268753162,-22.57472731246838
development,egobody_recording_20220312_S28_S29_01_small_kinect_15_kinect_11_b03226,small,v17_harmony_multicue_safe,False,True,148.3017239847397,191.60925213813425,0.7739799739828146,-22.60200260171854
development,egobody_recording_20210918_S06_S05_01_medium_kinect_13_kinect_12_b02456,medium,v17_harmony_multicue_safe,False,True,197.98982401953694,255.9076382440951,0.7736768834960924,-22.632311650390758
holdout,egobody_recording_20211002_S03_S18_03_small_kinect_11_kinect_12_b02681,small,v19_ungated_translation_b050,True,False,290.57408199009046,375.72248462057246,0.7733742160348214,-22.662578396517862
holdout,egobody_recording_20211002_S03_S18_03_small_kinect_11_kinect_12_b02681,small,v20_gate_r025_t075_b050,False,True,290.57408199009046,375.72248462057246,0.7733742160348214,-22.662578396517862
development,egobody_recording_20210918_S06_S05_02_small_kinect_12_kinect_11_b03571,small,v20_gate_vel_r025_t075_b050,False,True,196.6643963371962,254.40605190352844,0.7730334827560311,-22.696651724396887
development,egobody_recording_20220315_S30_S21_02_small_kinect_11_kinect_12_b02581,small,v20_gate_r025_t100_b100,False,True,192.1194157799702,248.70001074493607,0.7724946018478693,-22.750539815213067
holdout,egobody_recording_20220315_S21_S30_04_extreme_kinect_14_kinect_11_b04401,extreme,v17_harmony_multicue_safe,False,True,369.8537469608466,478.8954041549628,0.7723059017730057,-22.769409822699426
test,egobody_recording_20220312_S29_S28_03_small_kinect_11_kinect_15_b03281,small,v19_ungated_translation_b050,True,False,97.89290420894591,127.06831143531016,0.7703958847267967,-22.960411527320336
holdout,egobody_recording_20211002_S03_S18_02_medium_kinect_13_kinect_12_b04461,medium,v17_harmony_multicue_safe,False,True,269.51634800661225,349.9020813349137,0.770262203009421,-22.973779699057893
development,egobody_recording_20220312_S28_S29_02_small_kinect_11_kinect_15_b02676,small,v17_harmony_multicue_safe,False,True,132.91974008125263,172.85033100787328,0.7689874778151172,-23.101252218488277
development,egobody_recording_20210911_S07_S06_03_medium_kinect_11_kinect_12_b02231,medium,v20_gate_r025_t100_b100,False,True,190.377552030826,247.67080639447948,0.7686717494172517,-23.132825058274832
development,egobody_recording_20220315_S30_S21_02_medium_kinect_13_kinect_11_b02581,medium,v20_gate_vel_r025_t075_b050,False,True,159.12534105119258,207.12020781042457,0.7682753060813781,-23.172469391862194
holdout,egobody_recording_20220315_S21_S30_05_small_kinect_11_kinect_12_b02151,small,v19_ungated_translation_b050,True,False,173.29525401649755,225.56801233940666,0.7682616529676399,-23.173834703236007
holdout,egobody_recording_20220315_S21_S30_05_small_kinect_11_kinect_12_b02151,small,v20_gate_r025_t075_b050,False,True,173.29525401649755,225.56801233940666,0.7682616529676399,-23.173834703236007
development,egobody_recording_20220315_S30_S21_02_medium_kinect_13_kinect_11_b02581,medium,v19_ungated_translation_b050,True,False,159.10835812373753,207.12020781042457,0.7681933105695226,-23.180668943047746
development,egobody_recording_20220315_S30_S21_02_medium_kinect_13_kinect_11_b02581,medium,v20_gate_r025_t075_b050,False,True,159.10835812373753,207.12020781042457,0.7681933105695226,-23.180668943047746
development,egobody_recording_20210918_S06_S05_01_extreme_kinect_13_kinect_11_b02456,extreme,v20_gate_vel_r025_t075_b050,False,True,207.76308379207168,270.78093896681605,0.7672736662514227,-23.272633374857733
test,egobody_recording_20211002_S17_S15_01_extreme_kinect_11_kinect_13_b02701,extreme,v19_ungated_translation_b050,True,False,375.1424374406278,488.9425820579659,0.7672525388597742,-23.274746114022584
development,egobody_recording_20220315_S30_S21_01_medium_kinect_13_kinect_11_b02671,medium,v20_gate_vel_r025_t075_b050,False,True,185.0384626262543,241.37790499197519,0.7665923798303166,-23.34076201696834
development,egobody_recording_20210911_S07_S06_03_small_kinect_13_kinect_12_b02231,small,v19_ungated_translation_b050,True,False,178.207816354274,232.48049034052184,0.7665495547314406,-23.34504452685594
development,egobody_recording_20210911_S07_S06_03_small_kinect_13_kinect_12_b02231,small,v20_gate_r025_t075_b050,False,True,178.207816354274,232.48049034052184,0.7665495547314406,-23.34504452685594
test,egobody_recording_20220312_S29_S28_02_small_kinect_11_kinect_15_b01761,small,v19_ungated_translation_b050,True,False,112.12949897363569,146.29529387794645,0.7664600548749357,-23.353994512506425
development,egobody_recording_20210918_S06_S05_01_extreme_kinect_13_kinect_11_b02456,extreme,v19_ungated_translation_b050,True,False,207.30834851577188,270.78093896681605,0.7655943188127334,-23.440568118726656
development,egobody_recording_20210918_S06_S05_01_extreme_kinect_13_kinect_11_b02456,extreme,v20_gate_r025_t075_b050,False,True,207.30834851577188,270.78093896681605,0.7655943188127334,-23.440568118726656
holdout,egobody_recording_20210921_S11_S10_01_small_kinect_13_kinect_12_b01526,small,v20_gate_vel_r025_t075_b050,False,True,155.9305414385818,203.6729022773523,0.7655929664430412,-23.44070335569588
development,egobody_recording_20211004_S19_S06_05_extreme_kinect_13_kinect_11_b03406,extreme,v19_ungated_translation_b050,True,False,322.632357150555,422.8991209066009,0.7629061901545303,-23.709380984546968
development,egobody_recording_20211002_S15_S17_01_small_kinect_11_kinect_12_b03246,small,v17_harmony_multicue_safe,False,True,161.58177252381466,211.95356693322566,0.7623451440886567,-23.76548559113433
development,egobody_recording_20210911_S07_S06_03_medium_kinect_11_kinect_12_b02231,medium,v17_harmony_multicue_safe,False,True,188.7892037252868,247.67080639447948,0.7622586063881562,-23.774139361184375
development,egobody_recording_20210910_S06_S05_02_medium_kinect_12_kinect_11_b02726,medium,v17_harmony_multicue_safe,False,True,128.51186560312598,168.672072823711,0.7619036361605707,-23.809636383942934
test,egobody_recording_20211004_S20_S12_03_small_kinect_12_kinect_11_b01396,small,v19_ungated_translation_b050,True,False,333.72371756672334,438.0712805052626,0.7618023194348945,-23.819768056510547
development,egobody_recording_20210918_S05_S06_05_small_kinect_12_kinect_11_b02446,small,v17_harmony_multicue_safe,False,True,220.9827244960083,290.2478227366815,0.7613587671818236,-23.86412328181764
development,egobody_recording_20220315_S30_S21_02_small_kinect_11_kinect_12_b02581,small,v17_harmony_multicue_safe,False,True,189.27882077887116,248.70001074493607,0.7610728291161732,-23.892717088382675
test,egobody_recording_20211002_S17_S15_03_extreme_kinect_13_kinect_11_b02531,extreme,v19_ungated_translation_b050,True,False,222.80719145780634,293.0996405464266,0.760175587532029,-23.982441246797105
holdout,egobody_recording_20210921_S11_S10_01_small_kinect_13_kinect_12_b01526,small,v19_ungated_translation_b050,True,False,154.78233749877035,203.6729022773523,0.7599554764923757,-24.004452350762428
holdout,egobody_recording_20210921_S11_S10_01_small_kinect_13_kinect_12_b01526,small,v20_gate_r025_t075_b050,False,True,154.78233749877035,203.6729022773523,0.7599554764923757,-24.004452350762428
development,egobody_recording_20210918_S05_S06_05_small_kinect_12_kinect_11_b02446,small,v20_gate_r025_t100_b100,False,True,220.56413690063917,290.2478227366815,0.759916594105649,-24.008340589435097
development,egobody_recording_20210918_S05_S09_01_small_kinect_11_kinect_12_b02171,small,v20_gate_vel_r025_t075_b050,False,True,135.92147216082736,179.11210805261376,0.7588625561868813,-24.113744381311875
development,egobody_recording_20220315_S30_S21_01_medium_kinect_13_kinect_11_b02671,medium,v19_ungated_translation_b050,True,False,183.07597331191735,241.37790499197519,0.758462019620246,-24.153798037975406
development,egobody_recording_20220315_S30_S21_01_medium_kinect_13_kinect_11_b02671,medium,v20_gate_r025_t075_b050,False,True,183.07597331191735,241.37790499197519,0.758462019620246,-24.153798037975406
development,egobody_recording_20211002_S18_S03_01_extreme_kinect_13_kinect_11_b01651,extreme,v19_ungated_translation_b050,True,False,281.48377916855105,371.38201684136675,0.7579359430555974,-24.206405694440257
development,egobody_recording_20211002_S18_S03_01_extreme_kinect_13_kinect_11_b01651,extreme,v20_gate_r025_t075_b050,False,True,281.48377916855105,371.38201684136675,0.7579359430555974,-24.206405694440257
development,egobody_recording_20220312_S28_S29_03_small_kinect_15_kinect_11_b01581,small,v20_gate_vel_r025_t075_b050,False,True,129.73687814478765,171.1915642842874,0.7578462098128943,-24.21537901871057
development,egobody_recording_20210918_S05_S09_01_small_kinect_11_kinect_12_b02171,small,v19_ungated_translation_b050,True,False,135.73438785517206,179.11210805261376,0.7578180466465193,-24.21819533534807
development,egobody_recording_20210918_S05_S09_01_small_kinect_11_kinect_12_b02171,small,v20_gate_r025_t075_b050,False,True,135.73438785517206,179.11210805261376,0.7578180466465193,-24.21819533534807
holdout,egobody_recording_20220315_S21_S30_02_small_kinect_12_kinect_11_b02196,small,v17_harmony_multicue_safe,False,True,133.21342867108262,175.84527358985443,0.7575604732020986,-24.243952679790137
development,egobody_recording_20220312_S28_S29_03_small_kinect_15_kinect_11_b01581,small,v19_ungated_translation_b050,True,False,129.5858750614129,171.1915642842874,0.7569641389935402,-24.30358610064598
development,egobody_recording_20220312_S28_S29_03_small_kinect_15_kinect_11_b01581,small,v20_gate_r015_t050_b050,False,True,129.5858750614129,171.1915642842874,0.7569641389935402,-24.30358610064598
development,egobody_recording_20220312_S28_S29_03_small_kinect_15_kinect_11_b01581,small,v20_gate_r025_t075_b050,False,True,129.5858750614129,171.1915642842874,0.7569641389935402,-24.30358610064598
development,egobody_recording_20211002_S15_S17_01_small_kinect_11_kinect_12_b03246,small,v20_gate_r025_t100_b100,False,True,160.43780711107476,211.95356693322566,0.756947898695281,-24.3052101304719
development,egobody_recording_20210918_S05_S06_05_medium_kinect_13_kinect_12_b02446,medium,v20_gate_r025_t100_b100,False,True,232.33483052123415,307.12191752381864,0.7564905572172835,-24.350944278271648
development,egobody_recording_20220312_S28_S29_02_small_kinect_11_kinect_15_b02676,small,v20_gate_r025_t100_b100,False,True,130.7105834930959,172.85033100787328,0.7562067294342761,-24.379327056572386
development,egobody_recording_20210918_S05_S06_05_medium_kinect_13_kinect_12_b02446,medium,v17_harmony_multicue_safe,False,True,232.2317165962174,307.12191752381864,0.7561548145719911,-24.384518542800894
development,egobody_recording_20210911_S07_S06_01_small_kinect_13_kinect_12_b02166,small,v19_ungated_translation_b050,True,False,181.90829059748688,240.84823890971688,0.7552817966241226,-24.471820337587737
development,egobody_recording_20210911_S07_S06_01_small_kinect_13_kinect_12_b02166,small,v20_gate_r025_t075_b050,False,True,181.90829059748688,240.84823890971688,0.7552817966241226,-24.471820337587737
development,egobody_recording_20220312_S28_S29_06_small_kinect_11_kinect_15_b03326,small,v20_gate_vel_r025_t075_b050,False,True,193.54036618227184,256.29214945331364,0.7551552655635567,-24.484473443644326
development,egobody_recording_20220312_S28_S29_06_small_kinect_11_kinect_15_b03326,small,v19_ungated_translation_b050,True,False,193.25938527117867,256.29214945331364,0.7540589350216634,-24.594106497833657
development,egobody_recording_20220312_S28_S29_06_small_kinect_11_kinect_15_b03326,small,v20_gate_r025_t075_b050,False,True,193.25938527117867,256.29214945331364,0.7540589350216634,-24.594106497833657
test,egobody_recording_20220415_S35_S36_01_small_kinect_11_kinect_12_b02261,small,v19_ungated_translation_b050,True,False,89.87807434089453,119.22555623402637,0.7538490670949269,-24.615093290507307
development,egobody_recording_20210918_S05_S06_01_small_kinect_12_kinect_11_b02931,small,v20_gate_vel_r025_t075_b050,False,True,210.54272439361813,279.54565471933444,0.7531604259955474,-24.683957400445255
development,egobody_recording_20210921_S10_S11_02_medium_kinect_12_kinect_11_b02411,medium,v19_ungated_translation_b050,True,False,171.02607913386618,227.14463497633443,0.7529391092670311,-24.706089073296887
development,egobody_recording_20210921_S10_S11_02_medium_kinect_12_kinect_11_b02411,medium,v20_gate_r025_t075_b050,False,True,171.02607913386618,227.14463497633443,0.7529391092670311,-24.706089073296887
development,egobody_recording_20211002_S18_S03_01_extreme_kinect_13_kinect_11_b01651,extreme,v20_gate_vel_r025_t075_b050,False,True,279.4944300476868,371.38201684136675,0.7525793317210373,-24.74206682789627
development,egobody_recording_20210907_S04_S03_02_extreme_kinect_13_kinect_11_b02176,extreme,v19_ungated_translation_b050,True,False,142.42577930857524,189.36089795963647,0.7521393320543623,-24.786066794563766
test,egobody_recording_20210907_S03_S04_01_medium_kinect_12_kinect_13_b01801,medium,v19_ungated_translation_b050,True,False,145.159579243245,193.19478863893184,0.7513638450907625,-24.863615490923753
development,egobody_recording_20210918_S05_S06_01_small_kinect_12_kinect_11_b02931,small,v19_ungated_translation_b050,True,False,209.7889251331985,279.54565471933444,0.7504639102468893,-24.95360897531107
development,egobody_recording_20210918_S05_S06_01_small_kinect_12_kinect_11_b02931,small,v20_gate_r025_t075_b050,False,True,209.7889251331985,279.54565471933444,0.7504639102468893,-24.95360897531107
development,egobody_recording_20210918_S06_S05_03_extreme_kinect_13_kinect_11_b01166,extreme,v20_gate_r025_t100_b100,False,True,168.25473268166263,224.28474323810383,0.7501835847257834,-24.98164152742166
development,egobody_recording_20220312_S28_S29_05_extreme_kinect_14_kinect_15_b03681,extreme,v19_ungated_translation_b050,True,False,420.4108336590922,560.5131581124932,0.7500463237559127,-24.995367624408726
development,egobody_recording_20210921_S10_S11_02_medium_kinect_12_kinect_11_b02411,medium,v20_gate_vel_r025_t075_b050,False,True,170.26946385808148,227.14463497633443,0.7496081246903383,-25.039187530966167
holdout,egobody_recording_20220218_S23_S02_02_extreme_kinect_13_kinect_15_b02501,extreme,v20_gate_vel_r025_t075_b050,False,True,256.4658958885483,342.50217613809764,0.7488007777945932,-25.11992222054068
holdout,egobody_recording_20220218_S23_S02_01_small_kinect_12_kinect_11_b02751,small,v17_harmony_multicue_safe,False,True,189.51136083046177,253.12544797206564,0.7486855326034852,-25.131446739651476
test,egobody_recording_20211002_S17_S15_01_small_kinect_12_kinect_11_b02701,small,v19_ungated_translation_b050,True,False,219.76314868852904,293.6665960643219,0.7483423434390006,-25.165765656099936
development,egobody_recording_20220315_S30_S21_01_small_kinect_11_kinect_12_b02671,small,v20_gate_r025_t100_b100,False,True,175.20299582860505,234.49187158961436,0.7471602091829813,-25.28397908170187
test,egobody_recording_20210929_S05_S16_04_medium_kinect_12_kinect_11_b02616,medium,v19_ungated_translation_b050,True,False,221.4979979252371,296.59771137425696,0.7467960453873613,-25.320395461263868
development,egobody_recording_20210918_S05_S09_01_extreme_kinect_13_kinect_11_b02171,extreme,v20_gate_r025_t100_b100,False,True,153.3820392865969,205.69477807652845,0.7456778471524023,-25.432215284759774
development,egobody_recording_20210923_S05_S13_02_small_kinect_13_kinect_12_b04071,small,v19_ungated_translation_b050,True,False,158.74259747160949,213.0170394105706,0.7452107958633668,-25.47892041366332
holdout,egobody_recording_20220218_S23_S02_02_extreme_kinect_13_kinect_15_b02501,extreme,v19_ungated_translation_b050,True,False,255.21015188363154,342.50217613809764,0.7451343952358721,-25.48656047641279
holdout,egobody_recording_20220218_S23_S02_02_extreme_kinect_13_kinect_15_b02501,extreme,v20_gate_r025_t075_b050,False,True,255.21015188363154,342.50217613809764,0.7451343952358721,-25.48656047641279
development,egobody_recording_20210911_S06_S07_01_medium_kinect_12_kinect_11_b03451,medium,v20_gate_r025_t100_b100,False,True,228.2276137237345,306.375254022212,0.7449283541261075,-25.50716458738925
development,egobody_recording_20211002_S15_S17_01_small_kinect_11_kinect_12_b03246,small,v20_gate_vel_r025_t075_b050,False,True,157.62227971786538,211.95356693322566,0.7436641996571026,-25.63358003428974
test,egobody_recording_20211002_S17_S15_02_medium_kinect_13_kinect_12_b01321,medium,v19_ungated_translation_b050,True,False,159.0793063860122,213.93855843931257,0.7435747326078102,-25.642526739218987
development,egobody_recording_20211002_S15_S17_01_small_kinect_11_kinect_12_b03246,small,v19_ungated_translation_b050,True,False,157.3878367022231,211.95356693322566,0.742558094112221,-25.744190588777904
development,egobody_recording_20211002_S15_S17_01_small_kinect_11_kinect_12_b03246,small,v20_gate_r025_t075_b050,False,True,157.3878367022231,211.95356693322566,0.742558094112221,-25.744190588777904
development,egobody_recording_20210918_S06_S05_03_extreme_kinect_13_kinect_11_b01166,extreme,v17_harmony_multicue_safe,False,True,166.4154211007829,224.28474323810383,0.741982796948939,-25.8017203051061
development,egobody_recording_20210918_S09_S05_01_extreme_kinect_13_kinect_11_b02021,extreme,v20_gate_r025_t100_b100,False,True,186.90364355426482,252.21421992641388,0.7410511731209918,-25.89488268790082
development,egobody_recording_20211002_S15_S17_02_small_kinect_12_kinect_11_b02431,small,v19_ungated_translation_b050,True,False,157.68521310215738,212.88635192932378,0.7407013726953589,-25.929862730464116
development,egobody_recording_20211002_S15_S17_02_small_kinect_12_kinect_11_b02431,small,v20_gate_r015_t050_b050,False,True,157.68521310215738,212.88635192932378,0.7407013726953589,-25.929862730464116
development,egobody_recording_20211002_S15_S17_02_small_kinect_12_kinect_11_b02431,small,v20_gate_r025_t075_b050,False,True,157.68521310215738,212.88635192932378,0.7407013726953589,-25.929862730464116
test,egobody_recording_20220225_S24_S25_01_small_kinect_13_kinect_14_b02966,small,v19_ungated_translation_b050,True,False,118.0894383085805,159.45524029834783,0.7405804794350435,-25.941952056495655
development,egobody_recording_20220218_S02_S23_02_small_kinect_12_kinect_11_b03751,small,v19_ungated_translation_b050,True,False,146.10388791651607,197.31808180345251,0.7404485518060598,-25.955144819394015
development,egobody_recording_20220218_S02_S23_02_small_kinect_12_kinect_11_b03751,small,v20_gate_r015_t050_b050,False,True,146.10388791651607,197.31808180345251,0.7404485518060598,-25.955144819394015
development,egobody_recording_20220218_S02_S23_02_small_kinect_12_kinect_11_b03751,small,v20_gate_r025_t075_b050,False,True,146.10388791651607,197.31808180345251,0.7404485518060598,-25.955144819394015
development,egobody_recording_20211002_S15_S17_02_small_kinect_12_kinect_11_b02431,small,v20_gate_vel_r025_t075_b050,False,True,157.6170759461224,212.88635192932378,0.7403813091712416,-25.961869082875843
development,egobody_recording_20220218_S02_S23_02_small_kinect_12_kinect_11_b03751,small,v20_gate_vel_r025_t075_b050,False,True,146.07806622088626,197.31808180345251,0.7403176885045631,-25.968231149543687
development,egobody_recording_20220315_S30_S21_01_small_kinect_11_kinect_12_b02671,small,v17_harmony_multicue_safe,False,True,173.5209026492626,234.49187158961436,0.7399868552925476,-26.00131447074524
test,egobody_recording_20210929_S05_S16_03_medium_kinect_11_kinect_12_b01076,medium,v19_ungated_translation_b050,True,False,225.05468990163223,304.86887935855,0.7382015848096783,-26.179841519032166
development,egobody_recording_20220315_S30_S21_02_medium_kinect_13_kinect_11_b02581,medium,v17_harmony_multicue_safe,False,True,152.81980998522175,207.12020781042457,0.737831482503612,-26.216851749638803
development,egobody_recording_20210910_S06_S05_03_small_kinect_12_kinect_13_b02716,small,v20_gate_r025_t100_b100,False,True,159.14382719884907,216.06744662017695,0.7365469888604117,-26.34530111395883
development,egobody_recording_20210923_S13_S05_01_medium_kinect_11_kinect_12_b02401,medium,v20_gate_vel_r025_t075_b050,False,True,220.1056383514383,299.17691421162584,0.7357039527312736,-26.429604726872636
development,egobody_recording_20210918_S06_S05_03_small_kinect_12_kinect_11_b01166,small,v17_harmony_multicue_safe,False,True,150.9540068817451,205.7500867202756,0.7336765164379849,-26.632348356201508
development,egobody_recording_20210921_S10_S11_01_small_kinect_13_kinect_12_b02266,small,v20_gate_vel_r025_t075_b050,False,True,287.77576163143664,392.27955963714464,0.7335986659555416,-26.64013340444584
holdout,egobody_recording_20220218_S23_S02_01_medium_kinect_13_kinect_11_b02751,medium,v17_harmony_multicue_safe,False,True,209.6153531884088,285.7439802045625,0.7335774949251647,-26.642250507483535
development,egobody_recording_20210911_S06_S07_01_medium_kinect_12_kinect_11_b03451,medium,v17_harmony_multicue_safe,False,True,224.3116253093964,306.375254022212,0.7321466807927443,-26.785331920725575
development,egobody_recording_20210923_S13_S05_01_medium_kinect_11_kinect_12_b02401,medium,v19_ungated_translation_b050,True,False,218.8777989872027,299.17691421162584,0.7315998948781766,-26.840010512182346
development,egobody_recording_20210923_S13_S05_01_medium_kinect_11_kinect_12_b02401,medium,v20_gate_r025_t075_b050,False,True,218.8777989872027,299.17691421162584,0.7315998948781766,-26.840010512182346
development,egobody_recording_20210921_S10_S11_01_small_kinect_13_kinect_12_b02266,small,v19_ungated_translation_b050,True,False,286.9183841787273,392.27955963714464,0.7314130372842379,-26.85869627157621
development,egobody_recording_20210921_S10_S11_01_small_kinect_13_kinect_12_b02266,small,v20_gate_r025_t075_b050,False,True,286.9183841787273,392.27955963714464,0.7314130372842379,-26.85869627157621
holdout,egobody_recording_20220218_S23_S02_02_small_kinect_11_kinect_12_b02501,small,v19_ungated_translation_b050,True,False,117.73418942452355,160.99926872423734,0.731271578793199,-26.872842120680097
