dataset,case_id,method,recording,capture,angle_stratum,angle_deg,person_count,status,w_mpjpe_mm,wa_mpjpe_mm,mpjpe_mm,mpvpe_mm,accel_mm_frame2,ate_sim3_m,ate_se3_m,ate_m,idf1,coverage,ids,boundary_camera_translation_m,boundary_camera_rotation_deg,fixed_root_m,post_root_m,seam_root_m,seam_camera_translation_m,seam_camera_rotation_deg,fit_runtime_seconds,world_alignment_available,metric_unavailability_reason
egobody,egobody_recording_20211004_S12_S20_04_medium_kinect_13_kinect_12_b03381,r2,recording_20211004_S12_S20_04,recording_20211004_S12_S20_04,medium,20.661167950912848,2,ok,287.5946533179325,158.3829832772592,67.45978257818783,77.62170378309635,30.93812474012672,0.032420100071398596,0.4671107768901019,0.032420100071398596,1.0,1.0,0.0,1.0141008653437742,14.799718322530964,0.2623249759660437,0.3288400087662481,0.13755401376377493,0.9934915252437999,14.79234234045396,0.07658508899930894,True,
egobody,egobody_recording_20211004_S12_S20_04_medium_kinect_13_kinect_12_b03381,r3,recording_20211004_S12_S20_04,recording_20211004_S12_S20_04,medium,20.661167950912848,2,ok,351.9256161300019,206.63999513850837,67.45978408574571,77.62170516735948,34.90512759804658,0.011982389822991454,0.05803449570372431,0.011982389822991454,1.0,1.0,0.0,0.2748212694880907,0.9925107163526813,0.3359543434268341,0.47609874368782895,0.4565103649225176,0.23288012824599968,0.873102931216171,0.2018591739997646,True,
egobody,egobody_recording_20211004_S12_S20_04_small_kinect_11_kinect_12_b03381,r0,recording_20211004_S12_S20_04,recording_20211004_S12_S20_04,small,3.2418854744037855,2,ok,1044.82025525089,648.2214694018177,66.37442325405986,76.50680066716576,48.62947978517046,0.4447540375597589,0.8735934744291004,0.4447540375597589,1.0,1.0,0.0,1.7934448932926854,3.203593273349838,0.9975637050771468,1.7557707888424996,1.6908937609504195,1.8001754955114466,3.204779627663956,0.0,True,
egobody,egobody_recording_20211004_S12_S20_04_small_kinect_11_kinect_12_b03381,r1,recording_20211004_S12_S20_04,recording_20211004_S12_S20_04,small,3.2418854744037855,2,ok,478.74123267776235,334.8352010333769,66.3744187075635,76.50679665199449,37.32149966830086,0.014988163498323522,0.2881408447072234,0.014988163498323522,1.0,1.0,0.0,0.15652939808805635,3.203593273349838,0.40864666450228737,0.5779367076927807,0.5078253395202678,0.8139810127282823,3.204779627663956,0.002467985000293993,True,
egobody,egobody_recording_20211004_S12_S20_04_small_kinect_11_kinect_12_b03381,r2,recording_20211004_S12_S20_04,recording_20211004_S12_S20_04,small,3.2418854744037855,2,ok,577.2005890475738,406.818426314519,66.37442203444344,76.50679835385027,38.11499534032599,0.01593142415393263,0.3236594686083557,0.01593142415393263,1.0,1.0,0.0,0.6029621789850165,3.3506582467025163,0.5024847231796273,0.7656128250474605,0.5891277477846378,0.4360430380829884,3.351791177903208,0.08294644099987636,True,
egobody,egobody_recording_20211004_S12_S20_04_small_kinect_11_kinect_12_b03381,r3,recording_20211004_S12_S20_04,recording_20211004_S12_S20_04,small,3.2418854744037855,2,ok,792.3842246471881,578.9263323167307,66.37442127210439,76.50680094445767,44.73753737870444,0.008501431765856904,0.1722462565502013,0.008501431765856904,1.0,1.0,0.0,1.19022164835716,1.4603630331464343,0.726177630881633,1.2129986404514723,1.2981356436550227,1.8575680037560314,1.4629642285690019,0.2031279729999369,True,
egobody,egobody_recording_20211004_S20_S12_01_extreme_kinect_13_kinect_11_b02766,r0,recording_20211004_S20_S12_01,recording_20211004_S20_S12_01,extreme,22.455810455946107,2,ok,838.3237229866313,604.3294642461235,61.900436302385096,68.14103956042588,51.534564795745894,1.0949364573181033,1.6162139019691784,1.0949364573181033,1.0,1.0,0.0,3.283604565097788,22.41487951942744,0.8020228919819183,1.5124868940569245,1.6275203013228734,3.283609620089047,22.410135045954792,0.0,True,
egobody,egobody_recording_20211004_S20_S12_01_extreme_kinect_13_kinect_11_b02766,r1,recording_20211004_S20_S12_01,recording_20211004_S20_S12_01,extreme,22.455810455946107,2,ok,273.7802152355598,238.5772435926735,61.9004352152719,68.14103786561112,37.384015864374575,0.018573570237298852,0.9247441254573886,0.018573570237298852,1.0,1.0,0.0,1.8384245720962016,22.41487951942744,0.2133387081717525,0.3351185264365927,0.34826529457316213,1.7930211246971761,22.410135045954792,0.0024281809992316994,True,
egobody,egobody_recording_20211004_S20_S12_01_extreme_kinect_13_kinect_11_b02766,r2,recording_20211004_S20_S12_01,recording_20211004_S20_S12_01,extreme,22.455810455946107,2,ok,214.9033740879731,181.33764293588973,61.900434983251316,68.14103668742428,35.220026299390916,0.041567400651557056,1.311996765907617,0.041567400651557056,1.0,1.0,0.0,3.1507121397752393,39.19375263573699,0.13442859578212082,0.17729830165732935,0.08272873771946994,3.1093243149889407,39.19137899525606,0.07699620099992899,True,
egobody,egobody_recording_20211004_S20_S12_01_extreme_kinect_13_kinect_11_b02766,r3,recording_20211004_S20_S12_01,recording_20211004_S20_S12_01,extreme,22.455810455946107,2,ok,744.7863426505181,547.4315706214666,61.900436571944105,68.14103971954852,46.12901155774473,0.007320662986611367,0.15152547043258777,0.007320662986611367,1.0,1.0,0.0,0.7829467271014547,1.6650933125468752,0.7083624692030752,1.325166048499238,1.2013709110461326,0.8055071897314623,1.5968133256434445,0.18892286099980993,True,
egobody,egobody_recording_20211004_S20_S12_01_medium_kinect_12_kinect_13_b02766,r0,recording_20211004_S20_S12_01,recording_20211004_S20_S12_01,medium,20.661167950912848,2,ok,294.5110452485375,270.9428040238996,58.72677942160969,68.33931199904653,29.10971880881262,0.6367172241056288,0.7674348008315248,0.6367172241056288,0.9966555183946488,0.9933333333333333,0.0,1.5160144582696966,20.7897675360661,0.27311972727516226,0.49363418567798717,0.4234835071584963,1.5144659484919623,20.78976853402093,0.0,True,
egobody,egobody_recording_20211004_S20_S12_01_medium_kinect_12_kinect_13_b02766,r1,recording_20211004_S20_S12_01,recording_20211004_S20_S12_01,medium,20.661167950912848,2,ok,165.37028122620356,149.83356938118013,58.726779883437025,68.33931226796673,25.81478042872106,0.0377956373250726,0.5800718879026192,0.0377956373250726,0.9966555183946488,0.9933333333333333,0.0,1.4324146877851556,20.7897675360661,0.1449466872818389,0.23555603758332258,0.16625446820439466,1.3994207071461229,20.78976853402093,0.002283144000102766,True,
egobody,egobody_recording_20211004_S20_S12_01_medium_kinect_12_kinect_13_b02766,r2,recording_20211004_S20_S12_01,recording_20211004_S20_S12_01,medium,20.661167950912848,2,ok,157.26649730808901,141.09501605210798,58.72677810465111,68.3393102630551,25.6112879314477,0.048426402927386064,0.6235843039112524,0.048426402927386064,0.9966555183946488,0.9933333333333333,0.0,1.3043255977271184,18.48480855149819,0.13168051875344217,0.20884442797884803,0.14787940769932298,1.2749776800242227,18.484809688013968,0.07362710100005643,True,
egobody,egobody_recording_20211004_S20_S12_01_medium_kinect_12_kinect_13_b02766,r3,recording_20211004_S20_S12_01,recording_20211004_S20_S12_01,medium,20.661167950912848,2,ok,244.32253190408454,226.50636254763518,58.72677891381389,68.33931330626272,30.073972644616195,0.008668420010568665,0.07272647280719576,0.008668420010568665,0.9966555183946488,0.9933333333333333,0.0,0.2651089257899565,1.1714442444987938,0.23585941460128518,0.4186100425913969,0.524719811199151,0.20411995442355424,1.1714628473302464,0.1322632009996596,True,
egobody,egobody_recording_20211004_S20_S12_01_small_kinect_12_kinect_11_b02766,r0,recording_20211004_S20_S12_01,recording_20211004_S20_S12_01,small,3.2418854744037855,2,ok,645.4620497827693,548.3276043381982,57.897869087965255,62.560708784840074,45.58739489374149,0.46055807564676654,0.8761287029847861,0.46055807564676654,1.0,1.0,0.0,1.802751115654754,3.6321238848976662,0.631345050561019,1.207144639470996,1.3077963139962525,1.8058861582800867,3.6321298795004964,0.0,True,
egobody,egobody_recording_20211004_S20_S12_01_small_kinect_12_kinect_11_b02766,r1,recording_20211004_S20_S12_01,recording_20211004_S20_S12_01,small,3.2418854744037855,2,ok,266.684201865036,235.36594159362483,57.89786744173506,62.56070738294266,33.26819732789518,0.012248020176994784,0.2576736897755948,0.012248020176994784,1.0,1.0,0.0,0.5393145833590302,3.6321238848976662,0.24117772787952801,0.42680999410801423,0.3488907637471802,0.5738808282666846,3.6321298795004964,0.0022942089999560267,True,
egobody,egobody_recording_20211004_S20_S12_01_small_kinect_12_kinect_11_b02766,r2,recording_20211004_S20_S12_01,recording_20211004_S20_S12_01,small,3.2418854744037855,2,ok,148.7240107388963,138.5236812930857,57.89786884627419,62.56070765037626,30.250585732161525,0.019347567968467486,0.49091466703668707,0.019347567968467486,1.0,1.0,0.0,1.7970774103559661,21.697784319830046,0.09584428252472378,0.13614310339840585,0.043902932831621264,1.9056742849359123,21.697785270152725,0.08250163399952726,True,
egobody,egobody_recording_20211004_S20_S12_01_small_kinect_12_kinect_11_b02766,r3,recording_20211004_S20_S12_01,recording_20211004_S20_S12_01,small,3.2418854744037855,2,ok,503.77812145373747,441.8751110115834,57.89787093705484,62.56070881080307,38.65718957505297,0.007339333990323745,0.1653778229053757,0.007339333990323745,1.0,1.0,0.0,0.3776766083754008,2.282839127570355,0.4858623998723137,0.9161793380935858,0.7945319400263042,0.5345941007985019,2.282848661099139,0.17174983599943516,True,
egobody,egobody_recording_20211004_S20_S12_02_extreme_kinect_13_kinect_11_b01446,r0,recording_20211004_S20_S12_02,recording_20211004_S20_S12_02,extreme,22.455810455946107,2,ok,997.537325398315,652.673950883853,62.62057011276988,71.15045298332167,48.25652657403174,1.1036041712460214,1.6152330935053654,1.1036041712460214,1.0,1.0,0.0,3.2865571611215123,22.182493567391564,0.9740222879431503,1.8451697185036717,1.807536194697007,3.2873782087885868,22.177691799643526,0.0,True,
egobody,egobody_recording_20211004_S20_S12_02_extreme_kinect_13_kinect_11_b01446,r1,recording_20211004_S20_S12_02,recording_20211004_S20_S12_02,extreme,22.455810455946107,2,ok,155.28073856566976,117.21090904570165,62.620574934263765,71.15045836825959,27.542107772161437,0.015116612014829717,0.7313415749546011,0.015116612014829717,1.0,1.0,0.0,1.7958309185897952,22.182493567391564,0.1342349065825416,0.16559495578245415,0.09225091826197537,1.8618766096583337,22.177691799643526,0.0021710480004912824,True,
egobody,egobody_recording_20211004_S20_S12_02_extreme_kinect_13_kinect_11_b01446,r2,recording_20211004_S20_S12_02,recording_20211004_S20_S12_02,extreme,22.455810455946107,2,ok,158.79295140614005,118.44281712386682,62.620571375648666,71.15045438569915,27.130010653638884,0.016902135095063588,0.8257119679059677,0.016902135095063588,1.0,1.0,0.0,2.1093247842682197,26.13713932052923,0.13863901557110392,0.17440317375957876,0.054241312478052514,2.164192194678883,26.133185852316874,0.07203052699969703,True,
egobody,egobody_recording_20211004_S20_S12_02_extreme_kinect_13_kinect_11_b01446,r3,recording_20211004_S20_S12_02,recording_20211004_S20_S12_02,extreme,22.455810455946107,2,ok,432.2775619152478,342.01089219876826,62.62057103203677,71.1504544327307,36.09009251825103,0.007504115352864362,0.176472454654055,0.007504115352864362,1.0,1.0,0.0,0.3850760215555387,0.8258128751401537,0.4289078942241728,0.7549409310657164,0.818050790744443,0.43132100134492424,0.6776331149845103,0.24930280999979004,True,
egobody,egobody_recording_20211004_S20_S12_02_medium_kinect_12_kinect_13_b01446,r0,recording_20211004_S20_S12_02,recording_20211004_S20_S12_02,medium,20.661167950912848,2,ok,407.3245126042975,249.35287651956367,62.76775648225807,65.60630583993184,26.917480468648193,0.6314419812996748,0.7633468742065613,0.6314419812996748,1.0,1.0,0.0,1.4758117378714137,20.418941608797716,0.3904039046353403,0.5771415602988066,0.5246309992835752,1.4778968893573563,20.418939771433703,0.0,True,
egobody,egobody_recording_20211004_S20_S12_02_medium_kinect_12_kinect_13_b01446,r1,recording_20211004_S20_S12_02,recording_20211004_S20_S12_02,medium,20.661167950912848,2,ok,246.0562139295055,117.56851086465157,62.76775615439388,65.60630545675089,22.71691645721945,0.05293762498509641,0.5305301019673911,0.05293762498509641,1.0,1.0,0.0,1.0725862329357387,20.418941608797716,0.2182628890747093,0.23285952917754477,0.16706968537676725,1.0616577565406706,20.418939771433703,0.002075012000204879,True,
egobody,egobody_recording_20211004_S20_S12_02_medium_kinect_12_kinect_13_b01446,r2,recording_20211004_S20_S12_02,recording_20211004_S20_S12_02,medium,20.661167950912848,2,ok,230.0656511238196,112.35102786437062,62.76775679263507,65.6063056109382,21.609766277495957,0.02487583197198538,0.2528035605371043,0.02487583197198538,1.0,1.0,0.0,0.40494937227372124,8.153044435812387,0.19607537535613526,0.18848450174039663,0.03597411495344442,0.3766939637717026,8.153039889729701,0.07261774499966123,True,
egobody,egobody_recording_20211004_S20_S12_02_medium_kinect_12_kinect_13_b01446,r3,recording_20211004_S20_S12_02,recording_20211004_S20_S12_02,medium,20.661167950912848,2,ok,315.61238621318296,183.08221334782283,62.7677571781021,65.60630612519715,24.89359553018237,0.014265768947872414,0.13738896934656084,0.014265768947872414,1.0,1.0,0.0,0.49246878938387256,2.45219203273361,0.29556909324464975,0.38747193751742554,0.3395195764977794,0.48746090625627686,2.4521769626717553,0.2091387049995319,True,
egobody,egobody_recording_20211004_S20_S12_02_small_kinect_12_kinect_11_b01446,r0,recording_20211004_S20_S12_02,recording_20211004_S20_S12_02,small,3.2418854744037855,2,ok,967.4419351613109,578.0722930264175,65.04433777828682,73.12847676138583,42.21086987116287,0.5924173744085042,0.8731274848652126,0.5924173744085042,1.0,1.0,0.0,1.8489589604975039,3.7160369711814307,0.9440001764704595,1.6843341039690454,1.5188772559234691,1.8527374133286907,3.7160270332356946,0.0,True,
egobody,egobody_recording_20211004_S20_S12_02_small_kinect_12_kinect_11_b01446,r1,recording_20211004_S20_S12_02,recording_20211004_S20_S12_02,small,3.2418854744037855,2,ok,240.3816110272403,126.73269965903984,65.0443439893978,73.12848314245315,27.128024151055687,0.018265181980315577,0.1953538551273186,0.018265181980315577,1.0,1.0,0.0,0.37097360524576406,3.7160369711814307,0.2168988071756203,0.23013136537936674,0.17168531781947735,0.4778226933091173,3.7160270332356946,0.002483391999703599,True,
egobody,egobody_recording_20211004_S20_S12_02_small_kinect_12_kinect_11_b01446,r2,recording_20211004_S20_S12_02,recording_20211004_S20_S12_02,small,3.2418854744037855,2,ok,231.06302984903226,125.31442223032509,65.04434058436325,73.12847851240403,25.593712040328924,0.02276710004444131,0.33371327079168617,0.02276710004444131,1.0,1.0,0.0,1.1815318738623677,13.96269905174348,0.19610126675903053,0.1885362845461872,0.027314732862508448,1.3557351645972988,13.962696384393603,0.07962468899950181,True,
egobody,egobody_recording_20211004_S20_S12_02_small_kinect_12_kinect_11_b01446,r3,recording_20211004_S20_S12_02,recording_20211004_S20_S12_02,small,3.2418854744037855,2,ok,397.4893175882996,321.311642225005,65.04433899786203,73.1284791723142,33.42106225301165,0.01276268464730357,0.1053802770964391,0.01276268464730357,1.0,1.0,0.0,0.5248398191614552,3.783033654941375,0.39503246528270736,0.5863986815935408,0.7452190988587378,0.7807590452667813,3.783023881375936,0.2474472620006054,True,
egobody,egobody_recording_20211004_S20_S12_03_extreme_kinect_11_kinect_13_b01396,r0,recording_20211004_S20_S12_03,recording_20211004_S20_S12_03,extreme,22.455810455946107,2,ok,1264.025134929605,633.8902687047711,81.71916636967406,85.80071696605428,47.29280445967579,0.789693985754667,1.6145255081818444,0.789693985754667,1.0,1.0,0.0,3.264650450331473,22.675745179846043,1.2041926164170818,2.245229956505105,2.177761738762271,3.269017955837217,22.675906624552013,0.0,True,
egobody,egobody_recording_20211004_S20_S12_03_extreme_kinect_11_kinect_13_b01396,r1,recording_20211004_S20_S12_03,recording_20211004_S20_S12_03,extreme,22.455810455946107,2,ok,360.04638202740557,257.41520452056614,81.71916619695726,85.8007175391066,31.88526650199557,0.012183664748928322,0.7814736265422859,0.012183664748928322,1.0,1.0,0.0,1.3554751334653325,22.675745179846043,0.3223724599007847,0.4815896434725112,0.6586993548093538,1.1536036161009835,22.675906624552013,0.0021122790003573755,True,
egobody,egobody_recording_20211004_S20_S12_03_extreme_kinect_11_kinect_13_b01396,r2,recording_20211004_S20_S12_03,recording_20211004_S20_S12_03,extreme,22.455810455946107,2,ok,707.8901833879569,493.23966206965287,81.71916658381723,85.80071677752416,35.75913261616511,0.007399098830166073,0.235937923845856,0.007399098830166073,1.0,1.0,0.0,1.0230023401560353,8.399356195124126,0.6267379155156753,1.0903205547022923,0.9740006254773675,0.3820463007319331,8.399823271179223,0.07866228999955638,True,
egobody,egobody_recording_20211004_S20_S12_03_extreme_kinect_11_kinect_13_b01396,r3,recording_20211004_S20_S12_03,recording_20211004_S20_S12_03,extreme,22.455810455946107,2,ok,707.2586855747176,489.7101377968149,81.71916305833909,85.8007141024399,38.04842666409064,0.007101296489496228,0.17845724874986804,0.007101296489496228,1.0,1.0,0.0,0.46911186663944676,14.796117542462389,0.665114659808261,1.1670740432874638,1.2957593009678794,1.0476072897210364,14.796376505865029,0.2842022690001613,True,
egobody,egobody_recording_20211004_S20_S12_03_medium_kinect_13_kinect_12_b01396,r0,recording_20211004_S20_S12_03,recording_20211004_S20_S12_03,medium,20.661167950912848,2,ok,406.88377176485676,352.54320206870705,78.93034959526801,87.16363462310987,32.74344983485911,0.604575455935914,0.7642108779233553,0.604575455935914,1.0,1.0,0.0,1.5793841396751853,20.548212675185,0.37810494202897066,0.6742948765900472,0.7640921541353975,1.5792513569927766,20.54298951235843,0.0,True,
egobody,egobody_recording_20211004_S20_S12_03_medium_kinect_13_kinect_12_b01396,r1,recording_20211004_S20_S12_03,recording_20211004_S20_S12_03,medium,20.661167950912848,2,ok,208.94388145732617,177.25746267593397,78.93034873935358,87.16363522774186,26.143817818790684,0.027051482621182708,0.40111215965999536,0.027051482621182708,1.0,1.0,0.0,1.0183293295071694,20.548212675185,0.20623447184300006,0.3305539362181059,0.33306399111175283,1.0077947017318745,20.54298951235843,0.0022119699997347197,True,
egobody,egobody_recording_20211004_S20_S12_03_medium_kinect_13_kinect_12_b01396,r2,recording_20211004_S20_S12_03,recording_20211004_S20_S12_03,medium,20.661167950912848,2,ok,127.7362752697367,107.82688250260043,78.93034692809066,87.16363220672378,24.198109766158094,0.014791734450009818,0.08971031184986321,0.014791734450009818,1.0,1.0,0.0,0.3323978602887839,6.279651964933605,0.10743261362430452,0.1329502197807148,0.07706881462959442,0.31113119886553625,6.261867162756969,0.07751542599999084,True,
egobody,egobody_recording_20211004_S20_S12_03_medium_kinect_13_kinect_12_b01396,r3,recording_20211004_S20_S12_03,recording_20211004_S20_S12_03,medium,20.661167950912848,2,ok,224.99751505308654,171.69796092678192,78.93035162193293,87.16363926398114,26.039935937330853,0.01157911403337237,0.10233051032174134,0.01157911403337237,1.0,1.0,0.0,0.25823828858788606,0.829158462766186,0.2164734736168624,0.35103193976583047,0.2581733578927512,0.25091284711855666,0.6819156148985771,0.26199152499975753,True,
egobody,egobody_recording_20211004_S20_S12_03_small_kinect_12_kinect_11_b01396,r0,recording_20211004_S20_S12_03,recording_20211004_S20_S12_03,small,3.2418854744037855,2,ok,685.7177909069422,602.2892835531645,81.72692743300105,86.17954139930548,48.07170042949464,0.45934187990507885,0.8756931623451026,0.45934187990507885,1.0,1.0,0.0,1.807485440020296,3.600960782023123,0.6707975256890328,1.2388420051150362,1.3702461062361326,1.80800737843638,3.600957500633299,0.0,True,
egobody,egobody_recording_20211004_S20_S12_03_small_kinect_12_kinect_11_b01396,r1,recording_20211004_S20_S12_03,recording_20211004_S20_S12_03,small,3.2418854744037855,2,ok,325.99502891824903,314.79802787627517,81.7269285676745,86.17954165607574,36.057934753169796,0.012417969728886516,0.2250414896887247,0.012417969728886516,1.0,1.0,0.0,0.49687749155137995,3.600960782023123,0.32312470396702986,0.5434963616710301,0.4364915990664153,0.4871886183520647,3.600957500633299,0.0023349499997493695,True,
egobody,egobody_recording_20211004_S20_S12_03_small_kinect_12_kinect_11_b01396,r2,recording_20211004_S20_S12_03,recording_20211004_S20_S12_03,small,3.2418854744037855,2,ok,465.2796835469223,499.05815297700735,81.72692566598651,86.17953943742934,38.75762962122717,0.006712417345067189,0.34073437095721826,0.006712417345067189,1.0,1.0,0.0,0.8231915154870167,14.48648061576628,0.46821991814738,0.8336867900317303,0.6138814664900831,0.8540552540544766,14.4864798671766,0.07356898899979569,True,
egobody,egobody_recording_20211004_S20_S12_03_small_kinect_12_kinect_11_b01396,r3,recording_20211004_S20_S12_03,recording_20211004_S20_S12_03,small,3.2418854744037855,2,ok,483.6148607884099,474.13395014498104,81.72692793981098,86.17954146975381,39.809342038986266,0.008052083214661233,0.13623133178112345,0.008052083214661233,1.0,1.0,0.0,0.2653727848773319,0.9407063310833222,0.47668164877511354,0.8506102512871976,0.6945446399400325,0.25336430239131535,0.940693766965395,0.23559078400012368,True,
egobody,egobody_recording_20211004_S20_S12_04_extreme_kinect_13_kinect_11_b03056,r0,recording_20211004_S20_S12_04,recording_20211004_S20_S12_04,extreme,22.455810455946107,2,ok,1044.5464377926064,768.056768936153,68.16188365988968,77.28714599998604,57.95434057786322,0.8860064112157473,1.6132505789115994,0.8860064112157473,1.0,1.0,0.0,3.2775184945872597,21.880272074526676,1.0245920075879544,1.9479611096145706,2.0130745354887116,3.278355427495639,21.87540245217148,0.0,True,
egobody,egobody_recording_20211004_S20_S12_04_extreme_kinect_13_kinect_11_b03056,r1,recording_20211004_S20_S12_04,recording_20211004_S20_S12_04,extreme,22.455810455946107,2,ok,284.4699505244016,210.6246604894472,68.16188520911659,77.28714663936455,37.64813683483896,0.01278402809025565,0.6612644364569114,0.01278402809025565,1.0,1.0,0.0,1.6195289099363759,21.880272074526676,0.26806349846357824,0.4349040913658179,0.360027978712887,1.694672672644843,21.87540245217148,0.0022327369997583446,True,
egobody,egobody_recording_20211004_S20_S12_04_extreme_kinect_13_kinect_11_b03056,r2,recording_20211004_S20_S12_04,recording_20211004_S20_S12_04,extreme,22.455810455946107,2,ok,189.73128315687228,167.4768745701518,68.1618852865641,77.28714662715898,34.88401695014026,0.009256310216980588,0.29384833107743,0.009256310216980588,1.0,1.0,0.0,0.6125883569417486,7.7203106268539905,0.17070823850068056,0.24019357144002257,0.12485809507476342,0.6943940845393698,7.70597862300516,0.07772640500024863,True,
egobody,egobody_recording_20211004_S20_S12_04_extreme_kinect_13_kinect_11_b03056,r3,recording_20211004_S20_S12_04,recording_20211004_S20_S12_04,extreme,22.455810455946107,2,ok,441.1315363512675,374.93707706803167,68.16188571801231,77.28714676743473,40.78924827456565,0.0071309786152539915,0.10310301446101905,0.0071309786152539915,1.0,1.0,0.0,0.35862133734793716,2.854372578240604,0.42833166471999057,0.7554404238786426,0.5850474521154103,0.4800892574442529,2.8151590512397626,0.38025873599963234,True,
egobody,egobody_recording_20211004_S20_S12_04_medium_kinect_12_kinect_13_b03056,r0,recording_20211004_S20_S12_04,recording_20211004_S20_S12_04,medium,20.661167950912848,2,ok,464.99857307475145,337.17946856214587,68.42093573381682,75.6155484188968,30.699892407966292,0.5840806916560872,0.764491677866138,0.5840806916560872,0.5016722408026756,0.9933333333333333,2.0,1.5029572299806686,20.755924919376337,0.4466153283878928,0.7243078425360445,0.7095271222074697,1.5010452763270739,20.755915104004984,0.0,True,
egobody,egobody_recording_20211004_S20_S12_04_medium_kinect_12_kinect_13_b03056,r1,recording_20211004_S20_S12_04,recording_20211004_S20_S12_04,medium,20.661167950912848,2,ok,281.03465198273085,210.766861644041,68.42093577486814,75.61554850994163,27.226785656356544,0.034267336376807386,0.50752305005896,0.034267336376807386,0.745819397993311,0.9933333333333333,1.0,1.0519925471839766,20.755924919376337,0.2613620746062561,0.3562713783565263,0.4333667514089853,1.0419657092385528,20.755915104004984,0.002240566000182298,True,
egobody,egobody_recording_20211004_S20_S12_04_medium_kinect_12_kinect_13_b03056,r2,recording_20211004_S20_S12_04,recording_20211004_S20_S12_04,medium,20.661167950912848,2,ok,228.53046692799285,114.73175521933544,68.42093879102376,75.61554954154074,22.672628944624456,0.013566219482855706,0.10004631967576055,0.013566219482855706,0.745819397993311,0.9933333333333333,1.0,0.0780620658299769,3.146414210386208,0.19508161816545255,0.22459420489412987,0.011572132234839874,0.2371019797130816,3.146348211755791,0.07252438999967126,True,
egobody,egobody_recording_20211004_S20_S12_04_medium_kinect_12_kinect_13_b03056,r3,recording_20211004_S20_S12_04,recording_20211004_S20_S12_04,medium,20.661167950912848,2,ok,310.0039461154245,179.2333996767666,68.42093609234033,75.61554990850846,26.938248463131412,0.010655046467147898,0.08466930172246398,0.010655046467147898,0.5016722408026756,0.9933333333333333,2.0,0.3962408205145041,1.443914799591315,0.28878014785841427,0.4107419505508138,0.3876090435686653,0.36127923523797906,1.443770930694698,0.29730735599969194,True,
egobody,egobody_recording_20211004_S20_S12_04_small_kinect_12_kinect_11_b03056,r0,recording_20211004_S20_S12_04,recording_20211004_S20_S12_04,small,3.2418854744037855,2,ok,951.479670030032,658.2079454400024,71.35109272263573,79.79818511069035,50.444693139351294,0.42517360440925434,0.8709276013683547,0.42517360440925434,0.5016722408026756,0.9933333333333333,2.0,1.8122320719838343,3.582406232957745,0.928708983896338,1.6820672381461559,1.650270151687044,1.8166066758816743,3.5823482799765696,0.0,True,
egobody,egobody_recording_20211004_S20_S12_04_small_kinect_12_kinect_11_b03056,r1,recording_20211004_S20_S12_04,recording_20211004_S20_S12_04,small,3.2418854744037855,2,ok,201.53651689639264,167.49759919057314,71.35109130355217,79.79818507584987,33.06197425743471,0.012472520213170055,0.1426624080762986,0.012472520213170055,0.745819397993311,0.9933333333333333,1.0,0.21765578795812313,3.582406232957745,0.16934996950284648,0.1734739962177524,0.16348955367017964,0.29347063518069744,3.5823482799765696,0.002431019000141532,True,
egobody,egobody_recording_20211004_S20_S12_04_small_kinect_12_kinect_11_b03056,r2,recording_20211004_S20_S12_04,recording_20211004_S20_S12_04,small,3.2418854744037855,2,ok,190.53042776631418,160.09545487730995,71.351094406927,79.79818638526582,32.87624017947779,0.013044892499110868,0.17554531872595266,0.013044892499110868,0.745819397993311,0.9933333333333333,1.0,0.3301652681739119,5.064654030800312,0.15324029514387985,0.14146944315793875,0.1475165877736895,0.42874077726145476,5.064613067307283,0.08455165699979261,True,
egobody,egobody_recording_20211004_S20_S12_04_small_kinect_12_kinect_11_b03056,r3,recording_20211004_S20_S12_04,recording_20211004_S20_S12_04,small,3.2418854744037855,2,ok,350.7843636115911,312.0254118916826,71.351091818384,79.798182935283,37.642370755683785,0.009832684355112293,0.059624250925507785,0.009832684355112293,0.5016722408026756,0.9933333333333333,2.0,0.3616949145393891,2.6170185338199414,0.3349545621197958,0.5024751202167582,0.5194368631867837,0.5250526430234816,2.616939173617917,0.39075062899974,True,
egobody,egobody_recording_20220225_S24_S25_01_extreme_kinect_14_kinect_15_b02966,r0,recording_20220225_S24_S25_01,recording_20220225_S24_S25_01,extreme,120.07581528789707,2,ok,892.8365205111285,951.4375391734063,63.173376792255674,74.25027150986217,34.484275460039456,2.473520175823673,3.301661446598147,2.473520175823673,0.5,1.0,2.0,6.704253027017387,120.24148728569361,0.8701554337306279,1.6658304220619171,1.7280272775348426,6.704270445135293,120.24150416108029,0.0,True,
egobody,egobody_recording_20220225_S24_S25_01_extreme_kinect_14_kinect_15_b02966,r1,recording_20220225_S24_S25_01,recording_20220225_S24_S25_01,extreme,120.07581528789707,2,ok,851.8540384889415,895.412593035521,63.173381796703254,74.25027834225209,34.4645016009612,0.18206632004999504,2.7864238618123705,0.18206632004999504,0.75,1.0,1.0,7.7032109223893865,120.24148728569361,0.8492381726345619,1.6239958998697852,1.7113993354365782,7.7036122501626325,120.24150416108029,0.0022844129998702556,True,
