dataset,case_id,method,angle_stratum,angle_deg,person_count,status,failure_reason,catastrophic_evaluation,scene_point_count_pre,scene_point_count_post,correspondence_count,inlier_ratio,fit_residual,global_fitness,global_residual,matched_person_count,runtime_seconds
egobody,egobody_recording_20220312_S29_S28_03_extreme_kinect_15_kinect_14_b03281,r3,extreme,115.13399034269364,2,ok,,True,1520,2211,1110,0.5020352781546812,0.14684822281826826,0.5771144278606966,0.20633716822999862,,0.18459181299931515
egobody,egobody_recording_20220312_S29_S28_03_medium_kinect_15_kinect_12_b03281,r1,medium,51.090667008210325,2,ok,,True,,,,,0.7855398654937744,,,2,0.002283726999849023
egobody,egobody_recording_20220312_S29_S28_03_medium_kinect_15_kinect_12_b03281,r2,medium,51.090667008210325,2,ok,,False,,,22,1.0,0.041567044263823266,,,2,0.07247789399934845
egobody,egobody_recording_20220312_S29_S28_03_medium_kinect_15_kinect_12_b03281,r3,medium,51.090667008210325,2,ok,,False,1520,2920,1660,0.5684931506849316,0.14337223132942856,0.6688356164383562,0.20856913550329442,,0.19393066500015266
egobody,egobody_recording_20220312_S29_S28_03_small_kinect_11_kinect_15_b03281,r1,small,19.202425575395196,2,ok,,True,,,,,0.30586135387420654,,,2,0.0024969879996206146
egobody,egobody_recording_20220312_S29_S28_03_small_kinect_11_kinect_15_b03281,r2,small,19.202425575395196,2,ok,,False,,,22,1.0,0.016625649493400722,,,2,0.0781060110002727
egobody,egobody_recording_20220312_S29_S28_03_small_kinect_11_kinect_15_b03281,r3,small,19.202425575395196,2,ok,,False,1852,1866,1600,0.857449088960343,0.12932674291330706,0.8938906752411575,0.1750814660289229,,0.214387820000411
egobody,egobody_recording_20220312_S29_S28_04_extreme_kinect_14_kinect_15_b04816,r1,extreme,115.13399034269364,2,ok,,True,,,,,0.0,,,1,0.0015527129999099998
egobody,egobody_recording_20220312_S29_S28_04_extreme_kinect_14_kinect_15_b04816,r2,extreme,115.13399034269364,2,ok,,False,,,11,1.0,0.015301984816791207,,,1,0.07469820900041668
egobody,egobody_recording_20220312_S29_S28_04_extreme_kinect_14_kinect_15_b04816,r3,extreme,115.13399034269364,2,ok,,True,2054,2006,1355,0.6754735792622134,0.1455232202401236,0.751246261216351,0.18982134852230692,,0.28901966699959303
egobody,egobody_recording_20220312_S29_S28_04_medium_kinect_12_kinect_15_b04816,r1,medium,51.090667008210325,2,ok,,True,,,,,0.727211058139801,,,2,0.0021224149995759944
egobody,egobody_recording_20220312_S29_S28_04_medium_kinect_12_kinect_15_b04816,r2,medium,51.090667008210325,2,ok,,False,,,22,0.5909090909090909,0.0881808617543978,,,2,0.07329444799961493
egobody,egobody_recording_20220312_S29_S28_04_medium_kinect_12_kinect_15_b04816,r3,medium,51.090667008210325,2,ok,,False,2892,2006,1511,0.7532402791625125,0.12675992815582704,0.7761714855433699,0.200080083825038,,0.31530127600035485
egobody,egobody_recording_20220312_S29_S28_04_small_kinect_15_kinect_11_b04816,r1,small,19.202425575395196,2,ok,,True,,,,,0.2174394130706787,,,2,0.0022477479997178307
egobody,egobody_recording_20220312_S29_S28_04_small_kinect_15_kinect_11_b04816,r2,small,19.202425575395196,2,ok,,False,,,22,1.0,0.05120929050852477,,,2,0.07378785500077356
egobody,egobody_recording_20220312_S29_S28_04_small_kinect_15_kinect_11_b04816,r3,small,19.202425575395196,2,ok,,False,1515,2003,1563,0.7803295057413879,0.1261571121503896,0.8567149276085871,0.16479537457926938,,0.2066502509997008
egobody,egobody_recording_20220312_S29_S28_05_extreme_kinect_15_kinect_14_b02786,r1,extreme,115.09910123030112,2,ok,,True,,,,,0.0,,,1,0.001247550999323721
egobody,egobody_recording_20220312_S29_S28_05_extreme_kinect_15_kinect_14_b02786,r2,extreme,115.09910123030112,2,ok,,True,,,11,1.0,0.006936436733030653,,,1,0.07156621400008589
egobody,egobody_recording_20220312_S29_S28_05_extreme_kinect_15_kinect_14_b02786,r3,extreme,115.09910123030112,2,ok,,True,2664,3072,1998,0.650390625,0.14225922139324784,0.6552734375,0.1826186562188246,,0.4528916909994223
egobody,egobody_recording_20220312_S29_S28_05_medium_kinect_15_kinect_12_b02786,r1,medium,51.07897717909217,2,ok,,True,,,,,0.0,,,1,0.0013044709994574077
egobody,egobody_recording_20220312_S29_S28_05_medium_kinect_15_kinect_12_b02786,r2,medium,51.07897717909217,2,ok,,False,,,11,1.0,0.014891611281642047,,,1,0.07132524600001489
egobody,egobody_recording_20220312_S29_S28_05_medium_kinect_15_kinect_12_b02786,r3,medium,51.07897717909217,2,ok,,False,2664,3229,2206,0.6831836481882936,0.13451986053088966,0.7745432022297926,0.17561905925885196,,0.3090805439996984
egobody,egobody_recording_20220312_S29_S28_05_small_kinect_11_kinect_15_b02786,r1,small,19.191924578423738,2,ok,,False,,,,,0.0,,,1,0.001438536000023305
egobody,egobody_recording_20220312_S29_S28_05_small_kinect_11_kinect_15_b02786,r2,small,19.191924578423738,2,ok,,False,,,11,1.0,0.007626914380203828,,,1,0.07425621299989871
egobody,egobody_recording_20220312_S29_S28_05_small_kinect_11_kinect_15_b02786,r3,small,19.191924578423738,2,ok,,False,2473,2337,1271,0.543859649122807,0.14526437909933979,0.6046213093709885,0.1973856430871645,,0.3086978619994625
egobody,egobody_recording_20220318_S31_S32_01_extreme_kinect_14_kinect_11_b03185,r1,extreme,177.47470299453147,2,ok,,True,,,,,0.12643545866012573,,,2,0.0021314309997251257
egobody,egobody_recording_20220318_S31_S32_01_extreme_kinect_14_kinect_11_b03185,r2,extreme,177.47470299453147,2,ok,,True,,,22,1.0,0.02604739230357691,,,2,0.07431161400018027
egobody,egobody_recording_20220318_S31_S32_01_extreme_kinect_14_kinect_11_b03185,r3,extreme,177.47470299453147,2,ok,,True,3255,2546,1419,0.5573448546739984,0.1645999683737498,0.6492537313432836,0.21291998061656287,,0.4137474930003009
egobody,egobody_recording_20220318_S31_S32_01_medium_kinect_14_kinect_13_b03185,r1,medium,116.1168296043275,2,ok,,True,,,,,1.0793697834014893,,,2,0.002209760999903665
egobody,egobody_recording_20220318_S31_S32_01_medium_kinect_14_kinect_13_b03185,r2,medium,116.1168296043275,2,ok,,True,,,22,1.0,0.03694268011644727,,,2,0.0772670719998132
egobody,egobody_recording_20220318_S31_S32_01_medium_kinect_14_kinect_13_b03185,r3,medium,116.1168296043275,2,ok,,True,3255,3757,1975,0.5256853872770828,0.16555594358805256,0.5770561618312483,0.22175430136246274,,0.5276056450002216
egobody,egobody_recording_20220318_S31_S32_01_small_kinect_11_kinect_12_b03185,r1,small,19.808472625035698,2,ok,,True,,,,,0.33877161145210266,,,2,0.00232252099976904
egobody,egobody_recording_20220318_S31_S32_01_small_kinect_11_kinect_12_b03185,r2,small,19.808472625035698,2,ok,,False,,,22,1.0,0.017437839419305524,,,2,0.07411844900070719
egobody,egobody_recording_20220318_S31_S32_01_small_kinect_11_kinect_12_b03185,r3,small,19.808472625035698,2,ok,,False,2433,2784,2021,0.725933908045977,0.13986771006842566,0.7722701149425287,0.1924112097369149,,0.3785997770000904
egobody,egobody_recording_20220318_S32_S31_01_extreme_kinect_11_kinect_14_b03251,r1,extreme,177.463142416097,2,ok,,True,,,,,0.10858152061700821,,,2,0.002174262999687926
egobody,egobody_recording_20220318_S32_S31_01_extreme_kinect_11_kinect_14_b03251,r2,extreme,177.463142416097,2,ok,,True,,,22,0.9090909090909091,0.07134485225661687,,,2,0.07238786300058564
egobody,egobody_recording_20220318_S32_S31_01_extreme_kinect_11_kinect_14_b03251,r3,extreme,177.463142416097,2,ok,,True,3394,3550,1858,0.5233802816901408,0.1526417421401509,0.5943661971830986,0.20005651715740896,,0.45509377399957884
egobody,egobody_recording_20220318_S32_S31_01_medium_kinect_13_kinect_14_b03251,r1,medium,116.1242600246617,2,ok,,True,,,,,1.6584720611572266,,,2,0.0021725189999415306
egobody,egobody_recording_20220318_S32_S31_01_medium_kinect_13_kinect_14_b03251,r2,medium,116.1242600246617,2,ok,,False,,,22,1.0,0.061587039907539914,,,2,0.07221408900022652
egobody,egobody_recording_20220318_S32_S31_01_medium_kinect_13_kinect_14_b03251,r3,medium,116.1242600246617,2,ok,,True,4414,3550,1883,0.5304225352112676,0.161872342457035,0.5966197183098592,0.2040714504235966,,0.4563294149993453
egobody,egobody_recording_20220318_S32_S31_01_small_kinect_11_kinect_12_b03251,r1,small,19.799048417466157,2,ok,,True,,,,,0.2911364734172821,,,2,0.002134573999683198
egobody,egobody_recording_20220318_S32_S31_01_small_kinect_11_kinect_12_b03251,r2,small,19.799048417466157,2,ok,,False,,,22,1.0,0.0773311064226668,,,2,0.0766731579997213
egobody,egobody_recording_20220318_S32_S31_01_small_kinect_11_kinect_12_b03251,r3,small,19.799048417466157,2,ok,,False,3394,2935,2406,0.8197614991482113,0.1361469744186717,0.889267461669506,0.18457477984786852,,0.3450524829995629
egobody,egobody_recording_20220318_S32_S31_02_extreme_kinect_14_kinect_11_b03001,r1,extreme,177.46908434331888,2,ok,,True,,,,,0.11116699874401093,,,2,0.001997439000660961
egobody,egobody_recording_20220318_S32_S31_02_extreme_kinect_14_kinect_11_b03001,r2,extreme,177.46908434331888,2,ok,,True,,,22,1.0,0.05908731713043762,,,2,0.07433817499986617
egobody,egobody_recording_20220318_S32_S31_02_extreme_kinect_14_kinect_11_b03001,r3,extreme,177.46908434331888,2,ok,,True,3728,2938,1732,0.5895166780122533,0.15901653238227584,0.6960517358747447,0.20093418394289572,,0.48539453300054447
egobody,egobody_recording_20220318_S32_S31_02_medium_kinect_13_kinect_14_b03001,r1,medium,116.21867345125742,2,ok,,True,,,,,1.2263211011886597,,,2,0.0021304349993442884
egobody,egobody_recording_20220318_S32_S31_02_medium_kinect_13_kinect_14_b03001,r2,medium,116.21867345125742,2,ok,,True,,,22,1.0,0.050254112053022944,,,2,0.0874736120003945
egobody,egobody_recording_20220318_S32_S31_02_medium_kinect_13_kinect_14_b03001,r3,medium,116.21867345125742,2,ok,,True,4559,2978,1690,0.5674949630624581,0.15481872356968704,0.5916722632639355,0.19895059843874194,,0.466610768999999
egobody,egobody_recording_20220318_S32_S31_02_small_kinect_11_kinect_12_b03001,r1,small,19.80446864421221,2,ok,,False,,,,,0.32043278217315674,,,2,0.0025688069999887375
egobody,egobody_recording_20220318_S32_S31_02_small_kinect_11_kinect_12_b03001,r2,small,19.80446864421221,2,ok,,False,,,22,1.0,0.028417373995457785,,,2,0.08244612100043014
egobody,egobody_recording_20220318_S32_S31_02_small_kinect_11_kinect_12_b03001,r3,small,19.80446864421221,2,ok,,False,3485,3189,2447,0.7673251803073063,0.13721233121352944,0.8529319535904673,0.1643980733415549,,0.3887132019999626
egobody,egobody_recording_20220318_S33_S34_01_extreme_kinect_14_kinect_11_b03921,r1,extreme,177.41669257912048,2,ok,,True,,,,,1.1254538297653198,,,2,0.002263525000671507
egobody,egobody_recording_20220318_S33_S34_01_extreme_kinect_14_kinect_11_b03921,r2,extreme,177.41669257912048,2,ok,,False,,,22,1.0,0.061720564251333015,,,2,0.07242524299999786
egobody,egobody_recording_20220318_S33_S34_01_extreme_kinect_14_kinect_11_b03921,r3,extreme,177.41669257912048,2,ok,,True,3458,2909,1563,0.5372980405637676,0.1561775484966601,0.6562392574767961,0.20561891546131197,,0.46930382899972756
egobody,egobody_recording_20220318_S33_S34_01_medium_kinect_13_kinect_14_b03921,r1,medium,116.04562885726455,2,ok,,True,,,,,1.0077486038208008,,,2,0.002631451000524976
egobody,egobody_recording_20220318_S33_S34_01_medium_kinect_13_kinect_14_b03921,r2,medium,116.04562885726455,2,ok,,False,,,22,1.0,0.03832583627857055,,,2,0.07596936800018739
egobody,egobody_recording_20220318_S33_S34_01_medium_kinect_13_kinect_14_b03921,r3,medium,116.04562885726455,2,ok,,True,4507,3211,1615,0.5029585798816568,0.15360465338496995,0.5668016194331984,0.20696745261426863,,0.4487279640006818
egobody,egobody_recording_20220318_S33_S34_01_small_kinect_12_kinect_11_b03921,r1,small,19.758426189077163,2,ok,,True,,,,,0.19060677289962769,,,2,0.0020668619999923976
egobody,egobody_recording_20220318_S33_S34_01_small_kinect_12_kinect_11_b03921,r2,small,19.758426189077163,2,ok,,False,,,22,1.0,0.015013900541820557,,,2,0.0759872879998511
egobody,egobody_recording_20220318_S33_S34_01_small_kinect_12_kinect_11_b03921,r3,small,19.758426189077163,2,ok,,False,3043,2909,1889,0.6493640426263321,0.12899932625441612,0.6909590924716398,0.1787065987649352,,0.3746589349993883
egobody,egobody_recording_20220318_S33_S34_02_extreme_kinect_11_kinect_14_b03381,r1,extreme,177.412171599804,2,ok,,True,,,,,0.07623564451932907,,,2,0.0025079799997911323
egobody,egobody_recording_20220318_S33_S34_02_extreme_kinect_11_kinect_14_b03381,r2,extreme,177.412171599804,2,ok,,True,,,22,1.0,0.03672136379415267,,,2,0.0747978379995402
egobody,egobody_recording_20220318_S33_S34_02_extreme_kinect_11_kinect_14_b03381,r3,extreme,177.412171599804,2,ok,,True,3030,3547,1641,0.4626444882999718,0.16386578357660433,0.5241048773611503,0.20899647870779675,,0.43636467099986476
egobody,egobody_recording_20220318_S33_S34_02_medium_kinect_14_kinect_13_b03381,r1,medium,116.08341309765864,2,ok,,True,,,,,0.7685234546661377,,,2,0.0023120650002965704
egobody,egobody_recording_20220318_S33_S34_02_medium_kinect_14_kinect_13_b03381,r2,medium,116.08341309765864,2,ok,,True,,,22,1.0,0.08867549893161007,,,2,0.07765404000019771
egobody,egobody_recording_20220318_S33_S34_02_medium_kinect_14_kinect_13_b03381,r3,medium,116.08341309765864,2,ok,,True,3147,4504,1615,0.3585701598579041,0.16854263697478455,0.4675843694493783,0.22051119972863872,,0.5735522530003436
egobody,egobody_recording_20220318_S33_S34_02_small_kinect_12_kinect_11_b03381,r1,small,19.758590485021195,2,ok,,True,,,,,0.2979871332645416,,,2,0.0022194140001374763
egobody,egobody_recording_20220318_S33_S34_02_small_kinect_12_kinect_11_b03381,r2,small,19.758590485021195,2,ok,,False,,,22,1.0,0.024016818499451874,,,2,0.07421400500061281
egobody,egobody_recording_20220318_S33_S34_02_small_kinect_12_kinect_11_b03381,r3,small,19.758590485021195,2,ok,,False,3015,3839,2560,0.6668403230007814,0.14825811461455984,0.7423808283407137,0.19579223655289021,,0.41648213999997097
egobody,egobody_recording_20220318_S34_S33_01_extreme_kinect_11_kinect_14_b02656,r1,extreme,177.65196146631197,2,ok,,True,,,,,1.5939157009124756,,,2,0.0020474370003285003
egobody,egobody_recording_20220318_S34_S33_01_extreme_kinect_11_kinect_14_b02656,r2,extreme,177.65196146631197,2,ok,,False,,,22,0.5,0.016651131238886743,,,2,0.07216890700055956
egobody,egobody_recording_20220318_S34_S33_01_extreme_kinect_11_kinect_14_b02656,r3,extreme,177.65196146631197,2,ok,,True,2340,2893,987,0.341168337366056,0.15850250217995593,0.40200483926719666,0.21269697322643136,,0.3558679799998572
egobody,egobody_recording_20220318_S34_S33_01_medium_kinect_14_kinect_13_b02656,r1,medium,116.09364276526574,2,ok,,True,,,,,1.4698591232299805,,,2,0.0020644500000344124
egobody,egobody_recording_20220318_S34_S33_01_medium_kinect_14_kinect_13_b02656,r2,medium,116.09364276526574,2,ok,,False,,,22,0.8636363636363636,0.1607845783705342,,,2,0.07246818800012989
egobody,egobody_recording_20220318_S34_S33_01_medium_kinect_14_kinect_13_b02656,r3,medium,116.09364276526574,2,ok,,True,2885,3216,1464,0.4552238805970149,0.16582748992958501,0.49844527363184077,0.2154815517022456,,0.43696187299974554
egobody,egobody_recording_20220318_S34_S33_01_small_kinect_12_kinect_11_b02656,r1,small,19.94263228193401,2,ok,,True,,,,,0.1326160430908203,,,2,0.0026906299999609473
egobody,egobody_recording_20220318_S34_S33_01_small_kinect_12_kinect_11_b02656,r2,small,19.94263228193401,2,ok,,True,,,22,1.0,0.05901460325995534,,,2,0.08753211600014765
egobody,egobody_recording_20220318_S34_S33_01_small_kinect_12_kinect_11_b02656,r3,small,19.94263228193401,2,ok,,False,2747,2518,1875,0.7446386020651311,0.13748442664664878,0.8212867355043686,0.19814776718674118,,0.24094122400038032
egobody,egobody_recording_20220318_S34_S33_02_extreme_kinect_11_kinect_14_b04321,r1,extreme,177.65196146631197,2,ok,,True,,,,,1.9446617364883423,,,2,0.0021925250002823304
egobody,egobody_recording_20220318_S34_S33_02_extreme_kinect_11_kinect_14_b04321,r2,extreme,177.65196146631197,2,ok,,False,,,22,1.0,0.08825901414300961,,,2,0.08102105499983736
egobody,egobody_recording_20220318_S34_S33_02_extreme_kinect_11_kinect_14_b04321,r3,extreme,177.65196146631197,2,ok,,True,2869,3479,1171,0.3365909744179362,0.15847471083335746,0.4027019258407588,0.20772106456953426,,0.4730584559993076
egobody,egobody_recording_20220318_S34_S33_02_medium_kinect_13_kinect_14_b04321,r1,medium,116.09364276526574,2,ok,,True,,,,,1.528595209121704,,,2,0.0021495869996215333
egobody,egobody_recording_20220318_S34_S33_02_medium_kinect_13_kinect_14_b04321,r2,medium,116.09364276526574,2,ok,,False,,,22,0.5909090909090909,0.12506418034969108,,,2,0.07708541699958005
egobody,egobody_recording_20220318_S34_S33_02_medium_kinect_13_kinect_14_b04321,r3,medium,116.09364276526574,2,ok,,True,4503,3479,1735,0.4987065248634665,0.155460475003435,0.5947111238861742,0.19739148788732247,,0.6254779110004165
egobody,egobody_recording_20220318_S34_S33_02_small_kinect_12_kinect_11_b04321,r1,small,19.94263228193401,2,ok,,True,,,,,0.26901063323020935,,,2,0.002075119000437553
egobody,egobody_recording_20220318_S34_S33_02_small_kinect_12_kinect_11_b04321,r2,small,19.94263228193401,2,ok,,False,,,22,1.0,0.137670619357227,,,2,0.07376192799983983
egobody,egobody_recording_20220318_S34_S33_02_small_kinect_12_kinect_11_b04321,r3,small,19.94263228193401,2,ok,,False,3433,3054,2151,0.7043222003929273,0.12697962955235806,0.7783235101506222,0.17234613517341835,,0.40659986900027434
egobody,egobody_recording_20220318_S34_S33_03_extreme_kinect_11_kinect_14_b03186,r1,extreme,177.44670276946619,2,ok,,True,,,,,1.6070153713226318,,,2,0.0025267490000260295
egobody,egobody_recording_20220318_S34_S33_03_extreme_kinect_11_kinect_14_b03186,r2,extreme,177.44670276946619,2,ok,,False,,,22,1.0,0.03874730306154742,,,2,0.08866385700002866
egobody,egobody_recording_20220318_S34_S33_03_extreme_kinect_11_kinect_14_b03186,r3,extreme,177.44670276946619,2,ok,,True,3604,3808,1970,0.5173319327731093,0.1477614634853003,0.5766806722689075,0.19610453093130337,,0.5170457920003173
egobody,egobody_recording_20220318_S34_S33_03_medium_kinect_14_kinect_13_b03186,r1,medium,116.09037414376164,2,ok,,True,,,,,1.4220925569534302,,,2,0.002059561999885773
egobody,egobody_recording_20220318_S34_S33_03_medium_kinect_14_kinect_13_b03186,r2,medium,116.09037414376164,2,ok,,False,,,22,0.8636363636363636,0.17083466346601547,,,2,0.07228004399985366
egobody,egobody_recording_20220318_S34_S33_03_medium_kinect_14_kinect_13_b03186,r3,medium,116.09037414376164,2,ok,,True,3349,4573,2022,0.4421605073256068,0.1631750927860539,0.5313798381806254,0.21459830643558359,,0.6825527700002567
egobody,egobody_recording_20220318_S34_S33_03_small_kinect_11_kinect_12_b03186,r1,small,19.77927135891685,2,ok,,False,,,,,0.29969924688339233,,,2,0.0021499029999176855
egobody,egobody_recording_20220318_S34_S33_03_small_kinect_11_kinect_12_b03186,r2,small,19.77927135891685,2,ok,,False,,,22,1.0,0.11238352669449259,,,2,0.07597718600027292
egobody,egobody_recording_20220318_S34_S33_03_small_kinect_11_kinect_12_b03186,r3,small,19.77927135891685,2,ok,,False,3604,3764,2840,0.7545164718384697,0.14349771017312932,0.8549415515409139,0.17771745551218188,,0.47460580300048605
egobody,egobody_recording_20220415_S35_S36_01_extreme_kinect_14_kinect_13_b02261,r1,extreme,172.49988670938046,2,ok,,True,,,,,1.6922500133514404,,,2,0.0022677309998471173
egobody,egobody_recording_20220415_S35_S36_01_extreme_kinect_14_kinect_13_b02261,r2,extreme,172.49988670938046,2,ok,,False,,,22,1.0,0.040451029303582284,,,2,0.07518584199988254
egobody,egobody_recording_20220415_S35_S36_01_extreme_kinect_14_kinect_13_b02261,r3,extreme,172.49988670938046,2,ok,,True,2974,2027,1547,0.7631968426245683,0.14901786157531763,0.8519980266403552,0.1963715694110345,,0.24612872899979266
egobody,egobody_recording_20220415_S35_S36_01_medium_kinect_15_kinect_13_b02261,r1,medium,88.68425090421236,2,ok,,True,,,,,1.1193586587905884,,,2,0.002132571999936772
egobody,egobody_recording_20220415_S35_S36_01_medium_kinect_15_kinect_13_b02261,r2,medium,88.68425090421236,2,ok,,False,,,22,1.0,0.057482483724739034,,,2,0.07513403600023594
egobody,egobody_recording_20220415_S35_S36_01_medium_kinect_15_kinect_13_b02261,r3,medium,88.68425090421236,2,ok,,True,2169,2027,1291,0.6369018253576715,0.15649910689071805,0.7474099654662062,0.2146335473895021,,0.33027034499991714
egobody,egobody_recording_20220415_S35_S36_01_small_kinect_11_kinect_12_b02261,r1,small,31.106017345157483,2,ok,,True,,,,,0.4256208539009094,,,2,0.002910524000071746
egobody,egobody_recording_20220415_S35_S36_01_small_kinect_11_kinect_12_b02261,r2,small,31.106017345157483,2,ok,,False,,,22,1.0,0.03715880963054841,,,2,0.0856545050000932
egobody,egobody_recording_20220415_S35_S36_01_small_kinect_11_kinect_12_b02261,r3,small,31.106017345157483,2,ok,,False,2345,2346,1873,0.7983802216538789,0.14193223026790452,0.8836317135549873,0.18082020587432984,,0.3132543789997726
egobody,egobody_recording_20220415_S35_S36_02_extreme_kinect_13_kinect_14_b02241,r1,extreme,172.53482342388367,2,ok,,True,,,,,1.602009654045105,,,2,0.0022307549998004106
egobody,egobody_recording_20220415_S35_S36_02_extreme_kinect_13_kinect_14_b02241,r2,extreme,172.53482342388367,2,ok,,False,,,22,1.0,0.04200017496250063,,,2,0.07237559300028806
egobody,egobody_recording_20220415_S35_S36_02_extreme_kinect_13_kinect_14_b02241,r3,extreme,172.53482342388367,2,ok,,True,2170,3296,1838,0.5576456310679612,0.14981872547382893,0.6225728155339806,0.18939681076681034,,0.3784946050000144
egobody,egobody_recording_20220415_S35_S36_02_medium_kinect_13_kinect_15_b02241,r1,medium,88.71913291540228,2,ok,,True,,,,,1.0261083841323853,,,2,0.002193313000134367
egobody,egobody_recording_20220415_S35_S36_02_medium_kinect_13_kinect_15_b02241,r2,medium,88.71913291540228,2,ok,,False,,,22,1.0,0.058695162951275526,,,2,0.07217026299986173
egobody,egobody_recording_20220415_S35_S36_02_medium_kinect_13_kinect_15_b02241,r3,medium,88.71913291540228,2,ok,,True,2170,2779,1473,0.5300467794170565,0.15554173886335212,0.6185678301547319,0.20077989347113995,,0.31417186799990304
egobody,egobody_recording_20220415_S35_S36_02_small_kinect_11_kinect_12_b02241,r1,small,31.096398207097053,2,ok,,True,,,,,0.3812442421913147,,,2,0.0020027709997521015
egobody,egobody_recording_20220415_S35_S36_02_small_kinect_11_kinect_12_b02241,r2,small,31.096398207097053,2,ok,,False,,,22,1.0,0.03784651929220537,,,2,0.07210681099968497
egobody,egobody_recording_20220415_S35_S36_02_small_kinect_11_kinect_12_b02241,r3,small,31.096398207097053,2,ok,,False,2901,2916,2399,0.8227023319615913,0.13487604696881697,0.9101508916323731,0.17089885202098354,,0.2747551150005165
egohumans,ego_test_badminton_001_badminton_large_cam11_cam15_b00301,r1,large,129.11100777070405,4,ok,,True,,,,,4.703219890594482,,,3,0.005304628983139992
egohumans,ego_test_badminton_001_badminton_large_cam11_cam15_b00301,r2,large,129.11100777070405,4,ransac_failed,prediction-only inlier ratio below frozen threshold,True,,,33,0.3333333333333333,,,,3,0.09667616314254701
egohumans,ego_test_badminton_001_badminton_large_cam11_cam15_b00301,r3,large,129.11100777070405,4,ok,,True,73125,13979,2607,0.18649402675441734,0.054036766454025054,0.32412905071893555,0.0795996268019096,,42.459434036165476
egohumans,ego_test_badminton_001_badminton_medium_cam02_cam15_b00301,r1,medium,84.89051940767783,4,ok,,True,,,,,3.4843454360961914,,,3,0.01145181804895401
egohumans,ego_test_badminton_001_badminton_medium_cam02_cam15_b00301,r2,medium,84.89051940767783,4,ok,,True,,,33,0.6363636363636364,0.08439511837449186,,,3,0.12395211891271174
egohumans,ego_test_badminton_001_badminton_medium_cam02_cam15_b00301,r3,medium,84.89051940767783,4,ok,,True,25661,13979,1499,0.10723227698690893,0.0524774460155963,0.1626010444237785,0.07617239165964806,,12.440066938987002
egohumans,ego_test_badminton_001_badminton_small_cam06_cam02_b00301,r1,small,26.643837491418292,4,ok,,True,,,,,3.5434577465057373,,,5,0.013726070988923311
egohumans,ego_test_badminton_001_badminton_small_cam06_cam02_b00301,r2,small,26.643837491418292,4,ransac_failed,prediction-only inlier ratio below frozen threshold,True,,,55,0.38181818181818183,,,,5,0.10849063703790307
egohumans,ego_test_badminton_001_badminton_small_cam06_cam02_b00301,r3,small,26.643837491418292,4,icp_failed,prediction-only ICP fitness/residual gate failed,True,24084,30783,655,0.021277978104798104,0.05760790343580549,,,,24.43109299009666
egohumans,ego_test_badminton_005_badminton_extreme_cam13_cam01_b00326,r1,extreme,179.07621644799116,4,ok,,True,,,,,0.6257802844047546,,,2,0.003360354108735919
egohumans,ego_test_badminton_005_badminton_extreme_cam13_cam01_b00326,r2,extreme,179.07621644799116,4,ok,,True,,,22,0.5,0.028513268866542544,,,2,0.11519164103083313
egohumans,ego_test_badminton_005_badminton_extreme_cam13_cam01_b00326,r3,extreme,179.07621644799116,4,icp_failed,prediction-only ICP fitness/residual gate failed,True,48369,14663,283,0.019300279615358386,0.05912091857527552,,,,23.11157459905371
egohumans,ego_test_badminton_005_badminton_large_cam11_cam15_b00326,r1,large,129.11100777070405,4,ok,,True,,,,,2.081416130065918,,,3,0.010105255991220474
egohumans,ego_test_badminton_005_badminton_large_cam11_cam15_b00326,r2,large,129.11100777070405,4,ransac_failed,prediction-only inlier ratio below frozen threshold,True,,,33,0.3333333333333333,,,,3,0.12341577908955514
egohumans,ego_test_badminton_005_badminton_large_cam11_cam15_b00326,r3,large,129.11100777070405,4,ok,,True,72394,16204,2122,0.13095531967415452,0.05930884019195526,0.29992594421130586,0.0855211234197102,,34.6008554790169
egohumans,ego_test_badminton_005_badminton_medium_cam02_cam15_b00326,r1,medium,84.89051940767783,4,ok,,True,,,,,3.7566356658935547,,,3,0.011966131860390306
egohumans,ego_test_badminton_005_badminton_medium_cam02_cam15_b00326,r2,medium,84.89051940767783,4,ransac_failed,prediction-only inlier ratio below frozen threshold,True,,,33,0.3333333333333333,,,,3,0.12009576591663063
egohumans,ego_test_badminton_005_badminton_medium_cam02_cam15_b00326,r3,medium,84.89051940767783,4,ok,,True,20249,16204,1362,0.08405332016785978,0.05406277168934916,0.11052826462601827,0.07848697007329354,,12.639516731956974
egohumans,ego_test_badminton_005_badminton_small_cam02_cam06_b00326,r1,small,26.643837491418292,4,ok,,True,,,,,3.4462006092071533,,,3,0.022967885015532374
egohumans,ego_test_badminton_005_badminton_small_cam02_cam06_b00326,r2,small,26.643837491418292,4,ransac_failed,prediction-only inlier ratio below frozen threshold,True,,,33,0.3333333333333333,,,,3,0.11383785703219473
egohumans,ego_test_badminton_005_badminton_small_cam02_cam06_b00326,r3,small,26.643837491418292,4,icp_failed,prediction-only ICP fitness/residual gate failed,True,20249,22107,520,0.023521961369701905,0.05662916793364219,,,,14.457435486838222
egohumans,ego_test_basketball_001_basketball_extreme_cam05_cam04_b00301,r1,extreme,175.7926702306491,4,ok,,True,,,,,5.291567325592041,,,4,0.009390152059495449
egohumans,ego_test_basketball_001_basketball_extreme_cam05_cam04_b00301,r2,extreme,175.7926702306491,4,ok,,True,,,44,0.5,0.04420022010806657,,,4,0.12604585802182555
