dataset,case_id,method,angle_stratum,angle_deg,person_count,status,failure_reason,catastrophic_evaluation,scene_point_count_pre,scene_point_count_post,correspondence_count,inlier_ratio,fit_residual,global_fitness,global_residual,matched_person_count,runtime_seconds
egobody,egobody_recording_20211004_S12_S20_03_extreme_kinect_11_kinect_13_b01986,r1,extreme,22.455810455946107,2,ok,,True,,,,,0.37147054076194763,,,2,0.0023528930005340953
egobody,egobody_recording_20211004_S12_S20_03_extreme_kinect_11_kinect_13_b01986,r2,extreme,22.455810455946107,2,ok,,True,,,22,0.5,0.011433354521341562,,,2,0.07649963499989099
egobody,egobody_recording_20211004_S12_S20_03_extreme_kinect_11_kinect_13_b01986,r3,extreme,22.455810455946107,2,ok,,True,2267,1954,1554,0.7952917093142272,0.1430262355998722,0.8950870010235414,0.19046143302208585,,0.2591619439999704
egobody,egobody_recording_20211004_S12_S20_03_medium_kinect_13_kinect_12_b01986,r1,medium,20.661167950912848,2,ok,,True,,,,,0.28124815225601196,,,2,0.002565900999798032
egobody,egobody_recording_20211004_S12_S20_03_medium_kinect_13_kinect_12_b01986,r2,medium,20.661167950912848,2,ok,,False,,,22,1.0,0.07078979595224708,,,2,0.08683967199976905
egobody,egobody_recording_20211004_S12_S20_03_medium_kinect_13_kinect_12_b01986,r3,medium,20.661167950912848,2,ok,,False,2343,2424,2072,0.8547854785478548,0.12886380155066648,0.8985148514851485,0.1547427749713177,,0.20257780100018863
egobody,egobody_recording_20211004_S12_S20_03_small_kinect_11_kinect_12_b01986,r1,small,3.2418854744037855,2,ok,,False,,,,,0.37621983885765076,,,2,0.002858769000340544
egobody,egobody_recording_20211004_S12_S20_03_small_kinect_11_kinect_12_b01986,r2,small,3.2418854744037855,2,ok,,False,,,22,0.5,0.004980251690479736,,,2,0.09185944699947868
egobody,egobody_recording_20211004_S12_S20_03_small_kinect_11_kinect_12_b01986,r3,small,3.2418854744037855,2,ok,,True,2267,2424,2154,0.8886138613861386,0.14121632694231376,0.9641089108910891,0.16752208779459535,,0.2209362970006623
egobody,egobody_recording_20211004_S12_S20_04_extreme_kinect_13_kinect_11_b03381,r1,extreme,22.455810455946107,2,ok,,True,,,,,0.47138550877571106,,,2,0.002588764999927662
egobody,egobody_recording_20211004_S12_S20_04_extreme_kinect_13_kinect_11_b03381,r2,extreme,22.455810455946107,2,ok,,True,,,22,0.5,0.018969501641108617,,,2,0.07454057699942496
egobody,egobody_recording_20211004_S12_S20_04_extreme_kinect_13_kinect_11_b03381,r3,extreme,22.455810455946107,2,ok,,False,2186,2074,1344,0.648023143683703,0.1365342182639063,0.6788813886210222,0.1894565138217592,,0.21989148700049554
egobody,egobody_recording_20211004_S12_S20_04_medium_kinect_13_kinect_12_b03381,r1,medium,20.661167950912848,2,ok,,True,,,,,0.16988006234169006,,,2,0.0022681840000586817
egobody,egobody_recording_20211004_S12_S20_04_medium_kinect_13_kinect_12_b03381,r2,medium,20.661167950912848,2,ok,,True,,,22,1.0,0.14354442311365737,,,2,0.07658508899930894
egobody,egobody_recording_20211004_S12_S20_04_medium_kinect_13_kinect_12_b03381,r3,medium,20.661167950912848,2,ok,,False,2186,2508,2087,0.8321371610845295,0.13151232024983397,0.8712121212121212,0.19184428793265135,,0.2018591739997646
egobody,egobody_recording_20211004_S12_S20_04_small_kinect_11_kinect_12_b03381,r1,small,3.2418854744037855,2,ok,,False,,,,,0.3612324595451355,,,2,0.002467985000293993
egobody,egobody_recording_20211004_S12_S20_04_small_kinect_11_kinect_12_b03381,r2,small,3.2418854744037855,2,ok,,False,,,22,0.5,0.006611622793605072,,,2,0.08294644099987636
egobody,egobody_recording_20211004_S12_S20_04_small_kinect_11_kinect_12_b03381,r3,small,3.2418854744037855,2,ok,,True,1997,2508,2141,0.8536682615629984,0.1431249683451692,0.930622009569378,0.1944648898332882,,0.2031279729999369
egobody,egobody_recording_20211004_S20_S12_01_extreme_kinect_13_kinect_11_b02766,r1,extreme,22.455810455946107,2,ok,,True,,,,,0.3046351671218872,,,2,0.0024281809992316994
egobody,egobody_recording_20211004_S20_S12_01_extreme_kinect_13_kinect_11_b02766,r2,extreme,22.455810455946107,2,ok,,True,,,22,1.0,0.10064839708411774,,,2,0.07699620099992899
egobody,egobody_recording_20211004_S20_S12_01_extreme_kinect_13_kinect_11_b02766,r3,extreme,22.455810455946107,2,ok,,False,1779,1583,988,0.624131396083386,0.13491421131029263,0.6632975363234365,0.1895711588854274,,0.18892286099980993
egobody,egobody_recording_20211004_S20_S12_01_medium_kinect_12_kinect_13_b02766,r1,medium,20.661167950912848,2,ok,,True,,,,,0.16448713839054108,,,2,0.002283144000102766
egobody,egobody_recording_20211004_S20_S12_01_medium_kinect_12_kinect_13_b02766,r2,medium,20.661167950912848,2,ok,,True,,,22,0.9090909090909091,0.14946283575267355,,,2,0.07362710100005643
egobody,egobody_recording_20211004_S20_S12_01_medium_kinect_12_kinect_13_b02766,r3,medium,20.661167950912848,2,ok,,False,2220,1630,1347,0.8263803680981595,0.12324821607329678,0.8852760736196319,0.1518148626586661,,0.1322632009996596
egobody,egobody_recording_20211004_S20_S12_01_small_kinect_12_kinect_11_b02766,r1,small,3.2418854744037855,2,ok,,False,,,,,0.3516741096973419,,,2,0.0022942089999560267
egobody,egobody_recording_20211004_S20_S12_01_small_kinect_12_kinect_11_b02766,r2,small,3.2418854744037855,2,ok,,True,,,22,1.0,0.06893131606300808,,,2,0.08250163399952726
egobody,egobody_recording_20211004_S20_S12_01_small_kinect_12_kinect_11_b02766,r3,small,3.2418854744037855,2,ok,,False,2220,1583,1112,0.7024636765634871,0.12368568467096609,0.7770056854074542,0.19394402948742712,,0.17174983599943516
egobody,egobody_recording_20211004_S20_S12_02_extreme_kinect_13_kinect_11_b01446,r1,extreme,22.455810455946107,2,ok,,True,,,,,0.09492017328739166,,,2,0.0021710480004912824
egobody,egobody_recording_20211004_S20_S12_02_extreme_kinect_13_kinect_11_b01446,r2,extreme,22.455810455946107,2,ok,,True,,,22,1.0,0.06243679101373877,,,2,0.07203052699969703
egobody,egobody_recording_20211004_S20_S12_02_extreme_kinect_13_kinect_11_b01446,r3,extreme,22.455810455946107,2,ok,,False,2667,2086,1378,0.660594439117929,0.13335420452077734,0.7344199424736337,0.1829767412228929,,0.24930280999979004
egobody,egobody_recording_20211004_S20_S12_02_medium_kinect_12_kinect_13_b01446,r1,medium,20.661167950912848,2,ok,,True,,,,,0.16048187017440796,,,2,0.002075012000204879
egobody,egobody_recording_20211004_S20_S12_02_medium_kinect_12_kinect_13_b01446,r2,medium,20.661167950912848,2,ok,,False,,,22,1.0,0.0332801108218227,,,2,0.07261774499966123
egobody,egobody_recording_20211004_S20_S12_02_medium_kinect_12_kinect_13_b01446,r3,medium,20.661167950912848,2,ok,,False,2513,2585,2045,0.7911025145067698,0.1324193401550167,0.8630560928433268,0.18218221543367893,,0.2091387049995319
egobody,egobody_recording_20211004_S20_S12_02_small_kinect_12_kinect_11_b01446,r1,small,3.2418854744037855,2,ok,,False,,,,,0.16623042523860931,,,2,0.002483391999703599
egobody,egobody_recording_20211004_S20_S12_02_small_kinect_12_kinect_11_b01446,r2,small,3.2418854744037855,2,ok,,True,,,22,1.0,0.04005452783355343,,,2,0.07962468899950181
egobody,egobody_recording_20211004_S20_S12_02_small_kinect_12_kinect_11_b01446,r3,small,3.2418854744037855,2,ok,,False,2513,2086,1533,0.7348993288590604,0.13244617978071374,0.7933844678811122,0.19475484056840198,,0.2474472620006054
egobody,egobody_recording_20211004_S20_S12_03_extreme_kinect_11_kinect_13_b01396,r1,extreme,22.455810455946107,2,ok,,True,,,,,0.514176070690155,,,2,0.0021122790003573755
egobody,egobody_recording_20211004_S20_S12_03_extreme_kinect_11_kinect_13_b01396,r2,extreme,22.455810455946107,2,ok,,True,,,22,0.5,0.017245150018586217,,,2,0.07866228999955638
egobody,egobody_recording_20211004_S20_S12_03_extreme_kinect_11_kinect_13_b01396,r3,extreme,22.455810455946107,2,ok,,False,2005,1922,1382,0.7190426638917794,0.15406290543994752,0.8028095733610822,0.18683046580141638,,0.2842022690001613
egobody,egobody_recording_20211004_S20_S12_03_medium_kinect_13_kinect_12_b01396,r1,medium,20.661167950912848,2,ok,,True,,,,,0.3364049196243286,,,2,0.0022119699997347197
egobody,egobody_recording_20211004_S20_S12_03_medium_kinect_13_kinect_12_b01396,r2,medium,20.661167950912848,2,ok,,False,,,22,1.0,0.05123104179739602,,,2,0.07751542599999084
egobody,egobody_recording_20211004_S20_S12_03_medium_kinect_13_kinect_12_b01396,r3,medium,20.661167950912848,2,ok,,False,2128,2257,1909,0.845813026140895,0.1266116012374479,0.8918918918918919,0.1803345885825235,,0.26199152499975753
egobody,egobody_recording_20211004_S20_S12_03_small_kinect_12_kinect_11_b01396,r1,small,3.2418854744037855,2,ok,,False,,,,,0.44231364130973816,,,2,0.0023349499997493695
egobody,egobody_recording_20211004_S20_S12_03_small_kinect_12_kinect_11_b01396,r2,small,3.2418854744037855,2,ok,,False,,,22,0.5,0.005083599074270346,,,2,0.07356898899979569
egobody,egobody_recording_20211004_S20_S12_03_small_kinect_12_kinect_11_b01396,r3,small,3.2418854744037855,2,ok,,False,2406,2060,1505,0.7305825242718447,0.13163640890642148,0.795631067961165,0.1690129386785283,,0.23559078400012368
egobody,egobody_recording_20211004_S20_S12_04_extreme_kinect_13_kinect_11_b03056,r1,extreme,22.455810455946107,2,ok,,True,,,,,0.34787195920944214,,,2,0.0022327369997583446
egobody,egobody_recording_20211004_S20_S12_04_extreme_kinect_13_kinect_11_b03056,r2,extreme,22.455810455946107,2,ok,,False,,,22,1.0,0.1257930741363327,,,2,0.07772640500024863
egobody,egobody_recording_20211004_S20_S12_04_extreme_kinect_13_kinect_11_b03056,r3,extreme,22.455810455946107,2,ok,,False,2437,2323,1585,0.6823073611708997,0.13758945383891613,0.7313818338355574,0.18913725531404868,,0.38025873599963234
egobody,egobody_recording_20211004_S20_S12_04_medium_kinect_12_kinect_13_b03056,r1,medium,20.661167950912848,2,ok,,True,,,,,0.40018048882484436,,,2,0.002240566000182298
egobody,egobody_recording_20211004_S20_S12_04_medium_kinect_12_kinect_13_b03056,r2,medium,20.661167950912848,2,ok,,False,,,22,1.0,0.01999827615588823,,,2,0.07252438999967126
egobody,egobody_recording_20211004_S20_S12_04_medium_kinect_12_kinect_13_b03056,r3,medium,20.661167950912848,2,ok,,False,2624,2668,2284,0.856071964017991,0.12798107229844335,0.9235382308845578,0.17027475278315213,,0.29730735599969194
egobody,egobody_recording_20211004_S20_S12_04_small_kinect_12_kinect_11_b03056,r1,small,3.2418854744037855,2,ok,,False,,,,,0.15363740921020508,,,2,0.002431019000141532
egobody,egobody_recording_20211004_S20_S12_04_small_kinect_12_kinect_11_b03056,r2,small,3.2418854744037855,2,ok,,False,,,22,1.0,0.1419850665765627,,,2,0.08455165699979261
egobody,egobody_recording_20211004_S20_S12_04_small_kinect_12_kinect_11_b03056,r3,small,3.2418854744037855,2,ok,,False,2624,2323,1779,0.7658200602668963,0.13293763095981945,0.8355574687903573,0.15908904778901561,,0.39075062899974
egobody,egobody_recording_20220225_S24_S25_01_extreme_kinect_14_kinect_15_b02966,r1,extreme,120.07581528789707,2,ok,,True,,,,,1.6996873617172241,,,2,0.0022844129998702556
egobody,egobody_recording_20220225_S24_S25_01_extreme_kinect_14_kinect_15_b02966,r2,extreme,120.07581528789707,2,ok,,False,,,22,0.5,0.009788128509980475,,,2,0.08613717899970652
egobody,egobody_recording_20220225_S24_S25_01_extreme_kinect_14_kinect_15_b02966,r3,extreme,120.07581528789707,2,ok,,True,3560,3269,1814,0.5549097583358825,0.16414192832669308,0.6313857448761089,0.20705257277104866,,0.41424080100023275
egobody,egobody_recording_20220225_S24_S25_01_medium_kinect_15_kinect_12_b02966,r1,medium,59.4765867158535,2,ok,,True,,,,,0.913199245929718,,,2,0.0026989739999407902
egobody,egobody_recording_20220225_S24_S25_01_medium_kinect_15_kinect_12_b02966,r2,medium,59.4765867158535,2,ok,,False,,,22,1.0,0.09754053174701185,,,2,0.07987757299997611
egobody,egobody_recording_20220225_S24_S25_01_medium_kinect_15_kinect_12_b02966,r3,medium,59.4765867158535,2,ok,,True,3373,4275,2008,0.4697076023391813,0.14526383388797365,0.4874853801169591,0.2063337124979738,,0.5401676359997509
egobody,egobody_recording_20220225_S24_S25_01_small_kinect_13_kinect_14_b02966,r1,small,20.71390052913915,2,ok,,True,,,,,0.3076072335243225,,,2,0.0022622229998887633
egobody,egobody_recording_20220225_S24_S25_01_small_kinect_13_kinect_14_b02966,r2,small,20.71390052913915,2,ok,,False,,,22,1.0,0.030682991570434304,,,2,0.07406989999981306
egobody,egobody_recording_20220225_S24_S25_01_small_kinect_13_kinect_14_b02966,r3,small,20.71390052913915,2,ok,,False,3578,3484,2469,0.7086681974741676,0.13897433890141883,0.7993685419058554,0.1815399672431488,,0.42559079300008307
egobody,egobody_recording_20220225_S24_S25_02_extreme_kinect_14_kinect_15_b03501,r1,extreme,120.16422565023468,2,ok,,True,,,,,2.2391514778137207,,,2,0.0022056060006434564
egobody,egobody_recording_20220225_S24_S25_02_extreme_kinect_14_kinect_15_b03501,r2,extreme,120.16422565023468,2,ok,,False,,,22,1.0,0.11878038873405695,,,2,0.07210848300019279
egobody,egobody_recording_20220225_S24_S25_02_extreme_kinect_14_kinect_15_b03501,r3,extreme,120.16422565023468,2,ok,,True,6015,5609,3780,0.6739169192369406,0.15149258682883762,0.7356034943840257,0.1903345519139863,,0.8761820519994217
egobody,egobody_recording_20220225_S24_S25_02_medium_kinect_12_kinect_15_b03501,r1,medium,59.47387894673275,2,ok,,True,,,,,1.2485159635543823,,,2,0.002242275999378762
egobody,egobody_recording_20220225_S24_S25_02_medium_kinect_12_kinect_15_b03501,r2,medium,59.47387894673275,2,ok,,False,,,22,1.0,0.10745595456455166,,,2,0.07334876000004442
egobody,egobody_recording_20220225_S24_S25_02_medium_kinect_12_kinect_15_b03501,r3,medium,59.47387894673275,2,ok,,True,4855,5609,2652,0.47281155286147264,0.14436298831885944,0.5352112676056338,0.1870596975738767,,0.6736035339999944
egobody,egobody_recording_20220225_S24_S25_02_small_kinect_13_kinect_14_b03501,r1,small,20.806914694474326,2,ok,,True,,,,,0.4721146821975708,,,2,0.0025736560000950703
egobody,egobody_recording_20220225_S24_S25_02_small_kinect_13_kinect_14_b03501,r2,small,20.806914694474326,2,ok,,False,,,22,1.0,0.06385651731470275,,,2,0.08256757100025425
egobody,egobody_recording_20220225_S24_S25_02_small_kinect_13_kinect_14_b03501,r3,small,20.806914694474326,2,ok,,False,4759,5954,3952,0.6637554585152838,0.14664403611621193,0.7643600940544172,0.19599233379830483,,0.8602461989994481
egobody,egobody_recording_20220225_S25_S24_01_extreme_kinect_15_kinect_14_b03341,r1,extreme,120.2698186712955,2,ok,,True,,,,,2.0451645851135254,,,2,0.0026215019997835043
egobody,egobody_recording_20220225_S25_S24_01_extreme_kinect_15_kinect_14_b03341,r2,extreme,120.2698186712955,2,ok,,False,,,22,1.0,0.09940771272754766,,,2,0.08020117300020502
egobody,egobody_recording_20220225_S25_S24_01_extreme_kinect_15_kinect_14_b03341,r3,extreme,120.2698186712955,2,ok,,True,3756,5902,2810,0.47610979329041003,0.15857261247506615,0.5516773974923754,0.21657993205757226,,0.842109177000566
egobody,egobody_recording_20220225_S25_S24_01_medium_kinect_15_kinect_12_b03341,r1,medium,59.493406479491085,2,ok,,True,,,,,1.1137161254882812,,,2,0.002120004000062181
egobody,egobody_recording_20220225_S25_S24_01_medium_kinect_15_kinect_12_b03341,r2,medium,59.493406479491085,2,ok,,False,,,22,1.0,0.05221254943409002,,,2,0.08347894800044742
egobody,egobody_recording_20220225_S25_S24_01_medium_kinect_15_kinect_12_b03341,r3,medium,59.493406479491085,2,ok,,True,3756,4626,2349,0.5077821011673151,0.15452278950956042,0.5203199308257674,0.20364071393403074,,0.6376477089997934
egobody,egobody_recording_20220225_S25_S24_01_small_kinect_13_kinect_14_b03341,r1,small,20.87329839801906,2,ok,,True,,,,,0.43143579363822937,,,2,0.0023763290000715642
egobody,egobody_recording_20220225_S25_S24_01_small_kinect_13_kinect_14_b03341,r2,small,20.87329839801906,2,ok,,False,,,22,1.0,0.05324057346838298,,,2,0.07375959299952228
egobody,egobody_recording_20220225_S25_S24_01_small_kinect_13_kinect_14_b03341,r3,small,20.87329839801906,2,ok,,False,3920,5902,3707,0.6280921721450355,0.15413730748345517,0.7214503558115893,0.20027855927256283,,0.7442239769998196
egobody,egobody_recording_20220225_S27_S26_01_extreme_kinect_15_kinect_14_b02876,r1,extreme,120.11809022820123,2,ok,,True,,,,,1.7571576833724976,,,2,0.002315144999556651
egobody,egobody_recording_20220225_S27_S26_01_extreme_kinect_15_kinect_14_b02876,r2,extreme,120.11809022820123,2,ok,,False,,,22,0.5909090909090909,0.16339868297644028,,,2,0.07236649100013892
egobody,egobody_recording_20220225_S27_S26_01_extreme_kinect_15_kinect_14_b02876,r3,extreme,120.11809022820123,2,ok,,True,3862,5199,2083,0.4006539719176765,0.15888924876541488,0.45335641469513366,0.2062246394156943,,0.6726023050005097
egobody,egobody_recording_20220225_S27_S26_01_medium_kinect_15_kinect_12_b02876,r1,medium,59.452379394418536,2,ok,,True,,,,,0.9340661764144897,,,2,0.0020925329999954556
egobody,egobody_recording_20220225_S27_S26_01_medium_kinect_15_kinect_12_b02876,r2,medium,59.452379394418536,2,ok,,False,,,22,1.0,0.03663372641045876,,,2,0.07279141700018954
egobody,egobody_recording_20220225_S27_S26_01_medium_kinect_15_kinect_12_b02876,r3,medium,59.452379394418536,2,ok,,True,3862,4183,2221,0.5309586421228784,0.14833730548414045,0.5381305283289505,0.21271227788472652,,0.3919952199994441
egobody,egobody_recording_20220225_S27_S26_01_small_kinect_14_kinect_13_b02876,r1,small,20.74358390434935,2,ok,,True,,,,,0.33262109756469727,,,2,0.0024849390001691063
egobody,egobody_recording_20220225_S27_S26_01_small_kinect_14_kinect_13_b02876,r2,small,20.74358390434935,2,ok,,False,,,22,1.0,0.0879419687821843,,,2,0.0881537400000525
egobody,egobody_recording_20220225_S27_S26_01_small_kinect_14_kinect_13_b02876,r3,small,20.74358390434935,2,ok,,False,4946,4355,3448,0.7917336394948336,0.13935651716688716,0.8870264064293915,0.17303803732753167,,0.7196583960003409
egobody,egobody_recording_20220225_S27_S26_02_extreme_kinect_15_kinect_14_b03911,r1,extreme,120.11809022820123,2,ok,,True,,,,,1.9951337575912476,,,2,0.002145342000403616
egobody,egobody_recording_20220225_S27_S26_02_extreme_kinect_15_kinect_14_b03911,r2,extreme,120.11809022820123,2,ok,,False,,,22,1.0,0.09411559416578864,,,2,0.08103742499952205
egobody,egobody_recording_20220225_S27_S26_02_extreme_kinect_15_kinect_14_b03911,r3,extreme,120.11809022820123,2,ok,,True,4695,5937,2562,0.4315310763011622,0.1509855961161843,0.5049688394812195,0.18895705265292437,,0.8930590619993382
egobody,egobody_recording_20220225_S27_S26_02_medium_kinect_12_kinect_15_b03911,r1,medium,59.452379394418536,2,ok,,True,,,,,0.9168730974197388,,,2,0.002312593000169727
egobody,egobody_recording_20220225_S27_S26_02_medium_kinect_12_kinect_15_b03911,r2,medium,59.452379394418536,2,ok,,True,,,22,0.6363636363636364,0.0504204313679899,,,2,0.08134278499983338
egobody,egobody_recording_20220225_S27_S26_02_medium_kinect_12_kinect_15_b03911,r3,medium,59.452379394418536,2,ok,,True,4934,3935,2166,0.5504447268106735,0.13730578303323857,0.5318932655654384,0.1965307391510781,,0.5401592949992846
egobody,egobody_recording_20220225_S27_S26_02_small_kinect_14_kinect_13_b03911,r1,small,20.74358390434935,2,ok,,True,,,,,0.5044756531715393,,,2,0.002222719000201323
egobody,egobody_recording_20220225_S27_S26_02_small_kinect_14_kinect_13_b03911,r2,small,20.74358390434935,2,ok,,False,,,22,1.0,0.06335767399909337,,,2,0.07607284000005166
egobody,egobody_recording_20220225_S27_S26_02_small_kinect_14_kinect_13_b03911,r3,small,20.74358390434935,2,ok,,False,5580,4551,3588,0.7883981542518128,0.14320191203731314,0.8013623379477038,0.1748712346903274,,0.6459011509996344
egobody,egobody_recording_20220225_S27_S26_03_extreme_kinect_14_kinect_15_b02455,r1,extreme,120.03136874972999,2,ok,,True,,,,,0.0,,,1,0.0012635900002351264
egobody,egobody_recording_20220225_S27_S26_03_extreme_kinect_14_kinect_15_b02455,r2,extreme,120.03136874972999,2,ok,,True,,,11,1.0,0.017784152774276963,,,1,0.07400897500065184
egobody,egobody_recording_20220225_S27_S26_03_extreme_kinect_14_kinect_15_b02455,r3,extreme,120.03136874972999,2,ok,,True,3531,3613,1860,0.5148076390810961,0.15129908297513414,0.5228342097979518,0.2264089489025176,,0.374072212000101
egobody,egobody_recording_20220225_S27_S26_03_medium_kinect_15_kinect_12_b02455,r1,medium,59.4400979150341,2,ok,,True,,,,,0.0,,,1,0.001388394000059634
egobody,egobody_recording_20220225_S27_S26_03_medium_kinect_15_kinect_12_b02455,r2,medium,59.4400979150341,2,ok,,False,,,11,1.0,0.010967795679173128,,,1,0.07117892200039933
egobody,egobody_recording_20220225_S27_S26_03_medium_kinect_15_kinect_12_b02455,r3,medium,59.4400979150341,2,ok,,False,3722,4322,2151,0.497686256362795,0.1370317237765214,0.5252198056455345,0.17309400935283178,,0.429191037000237
egobody,egobody_recording_20220225_S27_S26_03_small_kinect_14_kinect_13_b02455,r1,small,20.688272059067994,2,ok,,True,,,,,0.2864800691604614,,,2,0.00213708699993731
egobody,egobody_recording_20220225_S27_S26_03_small_kinect_14_kinect_13_b02455,r2,small,20.688272059067994,2,ok,,False,,,22,1.0,0.08436721130867215,,,2,0.08899436200044875
egobody,egobody_recording_20220225_S27_S26_03_small_kinect_14_kinect_13_b02455,r3,small,20.688272059067994,2,ok,,False,3531,3676,2865,0.779379760609358,0.14048342979702852,0.8019586507072906,0.19764333372111215,,0.4120504209995488
egobody,egobody_recording_20220225_S27_S26_04_extreme_kinect_15_kinect_14_b03731,r1,extreme,120.03136874972999,2,ok,,True,,,,,0.0,,,1,0.0014675490001536673
egobody,egobody_recording_20220225_S27_S26_04_extreme_kinect_15_kinect_14_b03731,r2,extreme,120.03136874972999,2,ok,,True,,,11,1.0,0.015480232140497296,,,1,0.07794640400061326
egobody,egobody_recording_20220225_S27_S26_04_extreme_kinect_15_kinect_14_b03731,r3,extreme,120.03136874972999,2,ok,,True,3377,3433,1308,0.3810078648412467,0.14783924109904953,0.3946985144188756,0.21493817540611357,,0.44735946800028614
egobody,egobody_recording_20220225_S27_S26_04_medium_kinect_15_kinect_12_b03731,r1,medium,59.4400979150341,2,ok,,True,,,,,0.0,,,1,0.0017151729998658993
egobody,egobody_recording_20220225_S27_S26_04_medium_kinect_15_kinect_12_b03731,r2,medium,59.4400979150341,2,ok,,False,,,11,1.0,0.00896961251107866,,,1,0.08695939199969871
egobody,egobody_recording_20220225_S27_S26_04_medium_kinect_15_kinect_12_b03731,r3,medium,59.4400979150341,2,ok,,True,3377,4412,2087,0.47302810516772437,0.14758637135725386,0.541704442429737,0.19032952069993722,,0.5634939190003934
egobody,egobody_recording_20220225_S27_S26_04_small_kinect_14_kinect_13_b03731,r1,small,20.688272059067994,2,ok,,True,,,,,0.22608833014965057,,,2,0.002365370999541483
egobody,egobody_recording_20220225_S27_S26_04_small_kinect_14_kinect_13_b03731,r2,small,20.688272059067994,2,ok,,False,,,22,1.0,0.05990074460417869,,,2,0.07418250499995338
egobody,egobody_recording_20220225_S27_S26_04_small_kinect_14_kinect_13_b03731,r3,small,20.688272059067994,2,ok,,False,3468,3586,2822,0.7869492470719465,0.14112365345910066,0.8368655883993308,0.18828517747595624,,0.37666176299990184
egobody,egobody_recording_20220312_S29_S28_01_extreme_kinect_15_kinect_14_b03231,r1,extreme,115.13902477352097,2,ok,,True,,,,,1.5338042974472046,,,2,0.0021600000000034925
egobody,egobody_recording_20220312_S29_S28_01_extreme_kinect_15_kinect_14_b03231,r2,extreme,115.13902477352097,2,ok,,False,,,22,1.0,0.09607469467663696,,,2,0.07321876300011354
egobody,egobody_recording_20220312_S29_S28_01_extreme_kinect_15_kinect_14_b03231,r3,extreme,115.13902477352097,2,ok,,True,2086,3092,1339,0.4330530401034929,0.15357056280394746,0.5333117723156533,0.20223338225024914,,0.32544514700020954
egobody,egobody_recording_20220312_S29_S28_01_medium_kinect_12_kinect_15_b03231,r1,medium,51.06385423091083,2,ok,,True,,,,,0.6994589567184448,,,2,0.002490715000021737
egobody,egobody_recording_20220312_S29_S28_01_medium_kinect_12_kinect_15_b03231,r2,medium,51.06385423091083,2,ok,,False,,,22,1.0,0.05017558899040966,,,2,0.0838404209998771
egobody,egobody_recording_20220312_S29_S28_01_medium_kinect_12_kinect_15_b03231,r3,medium,51.06385423091083,2,ok,,True,2936,2209,1552,0.7025803531009507,0.13993819830379758,0.7700316885468538,0.17156826559573438,,0.29515600000013364
egobody,egobody_recording_20220312_S29_S28_01_small_kinect_11_kinect_15_b03231,r1,small,19.168336335397417,2,ok,,False,,,,,0.27199870347976685,,,2,0.0022686269994665054
egobody,egobody_recording_20220312_S29_S28_01_small_kinect_11_kinect_15_b03231,r2,small,19.168336335397417,2,ok,,False,,,22,1.0,0.0347451438840483,,,2,0.07648780699946656
egobody,egobody_recording_20220312_S29_S28_01_small_kinect_11_kinect_15_b03231,r3,small,19.168336335397417,2,ok,,False,2146,2209,1869,0.8460842009959257,0.12750468461500597,0.8048890900860117,0.19681305391704396,,0.26335194100010995
egobody,egobody_recording_20220312_S29_S28_02_extreme_kinect_14_kinect_15_b01761,r1,extreme,115.13399034269364,2,ok,,True,,,,,1.0577762126922607,,,2,0.002376421000008122
egobody,egobody_recording_20220312_S29_S28_02_extreme_kinect_14_kinect_15_b01761,r2,extreme,115.13399034269364,2,ok,,True,,,22,0.8181818181818182,0.12499520505237029,,,2,0.0788212220004425
egobody,egobody_recording_20220312_S29_S28_02_extreme_kinect_14_kinect_15_b01761,r3,extreme,115.13399034269364,2,ok,,True,2226,1764,1117,0.6332199546485261,0.13920629895339198,0.7465986394557823,0.19536968336199095,,0.30195299799925124
egobody,egobody_recording_20220312_S29_S28_02_medium_kinect_15_kinect_12_b01761,r1,medium,51.090667008210325,2,ok,,True,,,,,0.8483054041862488,,,2,0.0020060890001332154
egobody,egobody_recording_20220312_S29_S28_02_medium_kinect_15_kinect_12_b01761,r2,medium,51.090667008210325,2,ok,,False,,,22,1.0,0.09104093869498332,,,2,0.07422808600040298
egobody,egobody_recording_20220312_S29_S28_02_medium_kinect_15_kinect_12_b01761,r3,medium,51.090667008210325,2,ok,,False,1813,2855,1773,0.621015761821366,0.14513052109905566,0.7274956217162872,0.18981625069163088,,0.26434033700024884
egobody,egobody_recording_20220312_S29_S28_02_small_kinect_11_kinect_15_b01761,r1,small,19.202425575395196,2,ok,,True,,,,,0.29698505997657776,,,2,0.0021083639994685655
egobody,egobody_recording_20220312_S29_S28_02_small_kinect_11_kinect_15_b01761,r2,small,19.202425575395196,2,ok,,False,,,22,1.0,0.021818424435579242,,,2,0.07399593900026957
egobody,egobody_recording_20220312_S29_S28_02_small_kinect_11_kinect_15_b01761,r3,small,19.202425575395196,2,ok,,False,1943,1764,1568,0.8888888888888888,0.12912917408856261,0.9336734693877551,0.16982033100244495,,0.13505945899942162
egobody,egobody_recording_20220312_S29_S28_03_extreme_kinect_15_kinect_14_b03281,r1,extreme,115.13399034269364,2,ok,,True,,,,,1.6375768184661865,,,2,0.002247450000140816
egobody,egobody_recording_20220312_S29_S28_03_extreme_kinect_15_kinect_14_b03281,r2,extreme,115.13399034269364,2,ok,,False,,,22,1.0,0.10154808042012445,,,2,0.07491370600018854
